id_cafes_bebidas;cafeteria_id;bebida_id;precio;categoria
2268;454;157;7,6;barato
2269;454;178;8,3;barato
2270;454;94;9;barato
2271;455;65;6,2;barato
2272;455;73;9,3;barato
2273;455;154;8,5;barato
2274;455;138;7,5;barato
2275;455;219;5,9;barato
2276;456;58;16;medio
2277;456;215;11,5;medio
2278;456;34;15,7;medio
2279;456;110;12,7;medio
2280;456;77;13;medio
2281;457;234;17,7;medio
2282;457;127;13,3;medio
2283;457;154;19,1;medio
2284;457;167;11,6;medio
2285;457;50;17,8;medio
2286;458;80;9,2;barato
2287;458;66;7,4;barato
2288;458;190;9,6;barato
2289;458;170;9,9;barato
2290;458;146;8,1;barato
2291;459;100;21,5;caro
2292;459;127;25;caro
2293;459;168;27,6;caro
2294;459;194;20,3;caro
2295;459;62;23,5;caro
2296;460;7;16,6;medio
2297;460;128;13,5;medio
2298;460;228;17,6;medio
2299;460;207;19,2;medio
2300;460;3;13,4;medio
2301;461;25;8,4;barato
2302;461;210;8,7;barato
2303;461;10;6,4;barato
2304;461;175;5,2;barato
2305;461;99;5,2;barato
2306;462;132;28,6;caro
2307;462;212;21,3;caro
2308;462;151;20,9;caro
2309;462;24;28,9;caro
2310;462;121;22,4;caro
2311;463;63;28,1;caro
2312;463;126;29,7;caro
2313;463;160;29,4;caro
2314;463;19;24,4;caro
2315;463;18;27,1;caro
2316;464;69;19,5;medio
2317;464;177;14;medio
2318;464;68;14;medio
2319;464;122;11,5;medio
2320;464;95;19,2;medio
2321;465;13;15,9;medio
2322;465;142;17,1;medio
2323;465;49;18,3;medio
2324;465;125;15,4;medio
2325;465;227;12,7;medio
2326;466;235;16,1;medio
2327;466;179;18,2;medio
2328;466;210;15,8;medio
2329;466;127;15,8;medio
2330;466;193;11,4;medio
2331;467;28;21;caro
2332;467;62;25,5;caro
2333;467;50;25,6;caro
2334;467;162;20,6;caro
2335;467;129;24,1;caro
2336;468;8;25,4;caro
2337;468;123;28,9;caro
2338;468;69;21,8;caro
2339;468;110;29,3;caro
2340;468;59;26,1;caro
2341;469;188;6,5;barato
2342;469;87;6,3;barato
2343;469;238;5,5;barato
2344;469;27;6,2;barato
2345;469;44;9,7;barato
2346;470;95;27,8;caro
2347;470;189;20,6;caro
2348;470;40;29,9;caro
2349;470;198;29,5;caro
2350;470;136;24,1;caro
2351;471;111;15,7;medio
2352;471;8;12,2;medio
2353;471;36;12,3;medio
2354;471;80;13,7;medio
2355;471;208;19,5;medio
2356;472;121;9,9;barato
2357;472;156;7,8;barato
2358;472;186;5,8;barato
2359;472;37;8,2;barato
2360;472;153;6,4;barato
2361;473;232;24,3;caro
2362;473;55;24,7;caro
2363;473;17;20,6;caro
2364;473;224;20,4;caro
2365;473;109;23,7;caro
2366;474;122;25,4;caro
2367;474;1;21,1;caro
2368;474;162;25;caro
2369;474;158;24,9;caro
2370;474;37;28,9;caro
2371;475;38;26,3;caro
2372;475;32;23,2;caro
2373;475;147;20,6;caro
2374;475;53;26,6;caro
2375;475;235;29,5;caro
2376;476;190;22,5;caro
2377;476;218;26,4;caro
2378;476;180;29,3;caro
2379;476;212;29,3;caro
2380;476;217;25,5;caro
2381;477;221;14,3;medio
2382;477;170;14,2;medio
2383;477;132;12,3;medio
2384;477;48;12,1;medio
2385;477;69;13,4;medio
2386;478;41;7,6;barato
2387;478;75;8;barato
2388;478;120;9,1;barato
2389;478;92;9,8;barato
2390;478;155;5,1;barato
2391;479;92;13,2;medio
2392;479;19;13,2;medio
2393;479;38;15;medio
2394;479;193;14,6;medio
2395;479;91;16,7;medio
2396;480;166;23,7;caro
2397;480;236;28,9;caro
2398;480;116;22;caro
2399;480;39;21,7;caro
2400;480;151;25,9;caro
2401;481;99;8,3;barato
2402;481;195;9,4;barato
2403;481;212;9,7;barato
2404;481;163;7,3;barato
2405;481;207;7,2;barato
2406;482;64;9,9;barato
2407;482;206;5,7;barato
2408;482;10;9,1;barato
2409;482;128;9,3;barato
2410;482;21;5,5;barato
2411;483;55;24,9;caro
2412;483;66;20,6;caro
2413;483;81;22,9;caro
2414;483;223;24,7;caro
2415;483;15;20,3;caro
2416;484;135;8;barato
2417;484;102;9,9;barato
2418;484;140;5,6;barato
2419;484;29;5,5;barato
2420;484;237;5,9;barato
2421;485;226;22,6;caro
2422;485;185;26,7;caro
2423;485;32;22,9;caro
2424;485;51;24,5;caro
2425;485;149;25,8;caro
2426;486;119;28,1;caro
2427;486;227;24,1;caro
2428;486;182;21,2;caro
2429;486;110;29;caro
2430;486;80;26,2;caro
2431;487;133;19,8;medio
2432;487;11;19,2;medio
2433;487;128;12,8;medio
2434;487;35;14,4;medio
2435;487;81;15,2;medio
2436;488;98;5,6;barato
2437;488;22;5,3;barato
2438;488;5;6,9;barato
2439;488;139;6,9;barato
2440;488;184;7,4;barato
2441;489;80;6,5;barato
2442;489;232;8,3;barato
2443;489;229;6;barato
2444;489;83;5,9;barato
2445;489;176;8;barato
2446;490;201;8,7;barato
2447;490;91;5,4;barato
2448;490;136;6,8;barato
2449;490;26;8;barato
2450;490;219;9,7;barato
2451;491;50;15,4;medio
2452;491;78;16,7;medio
2453;491;62;12,1;medio
2454;491;33;19,7;medio
2455;491;204;16,8;medio
2456;492;192;26,9;caro
2457;492;179;26,6;caro
2458;492;152;27,1;caro
2459;492;89;25,7;caro
2460;492;99;21;caro
2461;493;38;28,1;caro
2462;493;212;21,6;caro
2463;493;230;23,4;caro
2464;493;12;28,3;caro
2465;493;22;29,4;caro
2466;494;66;8,1;barato
2467;494;16;8,4;barato
2468;494;21;9,4;barato
2469;494;199;8,3;barato
2470;494;100;5,2;barato
2471;495;96;7,9;barato
2472;495;105;7,5;barato
2473;495;70;5,3;barato
2474;495;235;6,8;barato
2475;495;211;7,3;barato
2476;496;146;16,3;medio
2477;496;207;12,3;medio
2478;496;105;12,5;medio
2479;496;206;16,7;medio
2480;496;220;18,3;medio
2481;497;138;23,9;caro
2482;497;229;26,9;caro
2483;497;109;22,2;caro
2484;497;82;28,6;caro
2485;497;103;27,7;caro
2486;498;12;22,1;caro
2487;498;167;28,7;caro
2488;498;176;24,7;caro
2489;498;61;25;caro
2490;498;208;23,1;caro
2491;499;201;15,1;medio
2492;499;204;18;medio
2493;499;73;14,5;medio
2494;499;97;14,8;medio
2495;499;166;14,6;medio
2496;500;233;9;barato
2497;500;140;9,6;barato
2498;500;111;7,2;barato
2499;500;191;6;barato
2500;500;10;6;barato
2501;501;114;5,8;barato
2502;501;4;5,7;barato
2503;501;107;8,8;barato
2504;501;13;5,1;barato
2505;501;228;8,5;barato
2506;502;48;5,4;barato
2507;502;2;8,9;barato
2508;502;91;5,8;barato
2509;502;144;6,8;barato
2510;502;69;5,9;barato
2511;503;46;9,1;barato
2512;503;175;9;barato
2513;503;108;10;barato
2514;503;18;9,4;barato
2515;503;88;9,3;barato
2516;504;122;11,4;medio
2517;504;113;18,8;medio
2518;504;8;13,7;medio
2519;504;164;14,7;medio
2520;504;10;12,6;medio
2521;505;174;5,9;barato
2522;505;132;8,2;barato
2523;505;205;5,5;barato
2524;505;197;7,6;barato
2525;505;127;6,2;barato
2526;506;53;29,8;caro
2527;506;194;20,6;caro
2528;506;189;22,3;caro
2529;506;148;21,6;caro
2530;506;68;23;caro
2531;507;159;20,5;caro
2532;507;13;27,3;caro
2533;507;218;21,1;caro
2534;507;137;25,8;caro
2535;507;102;27,8;caro
2536;508;169;7,5;barato
2537;508;173;5,6;barato
2538;508;122;9,6;barato
2539;508;36;5,8;barato
2540;508;191;6,1;barato
2541;509;181;9,8;barato
2542;509;86;9,1;barato
2543;509;163;6,2;barato
2544;509;162;5,6;barato
2545;509;106;7;barato
2546;510;9;9,9;barato
2547;510;8;8,3;barato
2548;510;159;5,5;barato
2549;510;42;7,3;barato
2550;510;91;8,5;barato
2551;511;198;21,1;caro
2552;511;33;29,2;caro
2553;511;148;29,3;caro
2554;511;202;23;caro
2555;511;144;24;caro
2556;512;152;18,1;medio
2557;512;190;19,3;medio
2558;512;126;14,3;medio
2559;512;156;14,5;medio
2560;512;175;12,6;medio
2561;513;66;26,4;caro
2562;513;15;20,8;caro
2563;513;90;20,5;caro
2564;513;235;26,2;caro
2565;513;204;23,3;caro
2566;514;100;20,8;caro
2567;514;19;28,2;caro
2568;514;25;25,6;caro
2569;514;50;25,6;caro
2570;514;26;27,8;caro
2571;515;45;9,5;barato
2572;515;140;8;barato
2573;515;79;8,2;barato
2574;515;30;6,7;barato
2575;515;207;5,3;barato
2576;516;100;28,9;caro
2577;516;24;24,1;caro
2578;516;35;21,9;caro
2579;516;194;22,4;caro
2580;516;147;24,5;caro
2581;517;217;9,5;barato
2582;517;169;9,5;barato
2583;517;236;6;barato
2584;517;80;6,7;barato
2585;517;103;6,4;barato
2586;518;85;12,4;medio
2587;518;107;12,2;medio
2588;518;54;16,2;medio
2589;518;129;17,9;medio
2590;518;134;17,2;medio
2591;519;44;17,1;medio
2592;519;127;18,3;medio
2593;519;46;13,2;medio
2594;519;115;18,1;medio
2595;519;23;14,5;medio
2596;520;19;20,8;caro
2597;520;140;22,3;caro
2598;520;100;20,5;caro
2599;520;196;21,3;caro
2600;520;208;21,6;caro
2601;521;63;19,3;medio
2602;521;191;14,8;medio
2603;521;185;19,1;medio
2604;521;122;15,7;medio
2605;521;68;19,7;medio
2606;522;193;26,3;caro
2607;522;204;20,2;caro
2608;522;75;28,2;caro
2609;522;90;28,3;caro
2610;522;106;26,6;caro
2611;523;212;8,4;barato
2612;523;103;7,9;barato
2613;523;125;6;barato
2614;523;177;8,7;barato
2615;523;136;8,2;barato
2616;524;108;8,2;barato
2617;524;132;6,1;barato
2618;524;208;9,5;barato
2619;524;64;6,7;barato
2620;524;39;5,4;barato
2621;525;82;22,7;caro
2622;525;8;22,3;caro
2623;525;100;20,3;caro
2624;525;158;20;caro
2625;525;38;29,9;caro
2626;526;33;27,8;caro
2627;526;167;29,5;caro
2628;526;73;22,5;caro
2629;526;24;29,3;caro
2630;526;115;29,1;caro
2631;527;134;12,2;medio
2632;527;119;19,8;medio
2633;527;56;19;medio
2634;527;69;11,2;medio
2635;527;158;19;medio
2636;528;121;16,2;medio
2637;528;53;16,3;medio
2638;528;130;14,3;medio
2639;528;17;14,6;medio
2640;528;222;18;medio
2641;529;156;7,5;barato
2642;529;228;8,1;barato
2643;529;93;9,4;barato
2644;529;105;9,1;barato
2645;529;196;9,6;barato
2646;530;96;17,9;medio
2647;530;211;12,7;medio
2648;530;68;16;medio
2649;530;10;14,8;medio
2650;530;83;14,5;medio
2651;531;139;15,2;medio
2652;531;140;14;medio
2653;531;62;17,8;medio
2654;531;230;17,8;medio
2655;531;53;16,2;medio
2656;532;85;25,2;caro
2657;532;71;27,2;caro
2658;532;23;21,7;caro
2659;532;97;25,2;caro
2660;532;26;21,3;caro
2661;533;128;14,6;medio
2662;533;236;16,8;medio
2663;533;20;17,7;medio
2664;533;179;14,7;medio
2665;533;154;19,8;medio
2666;534;13;14,2;medio
2667;534;110;11,6;medio
2668;534;188;11;medio
2669;534;81;17,6;medio
2670;534;124;17,2;medio
2671;535;136;8,9;barato
2672;535;18;8,1;barato
2673;535;30;6,8;barato
2674;535;20;8,9;barato
2675;535;218;5,6;barato
2676;536;208;13,5;medio
2677;536;61;11;medio
2678;536;169;14,2;medio
2679;536;174;16,3;medio
2680;536;93;19,5;medio
2681;537;19;11,1;medio
2682;537;167;19,9;medio
2683;537;133;16,3;medio
2684;537;12;17,5;medio
2685;537;15;18,8;medio
2686;538;175;9,6;barato
2687;538;153;7,8;barato
2688;538;50;5,5;barato
2689;538;43;6,2;barato
2690;538;155;7,6;barato
2691;539;213;8,5;barato
2692;539;94;8,5;barato
2693;539;97;9,5;barato
2694;539;28;5,1;barato
2695;539;185;6,1;barato
2696;540;193;26;caro
2697;540;54;25;caro
2698;540;130;28,7;caro
2699;540;212;20,4;caro
2700;540;149;24,1;caro
2701;541;169;5,8;barato
2702;541;233;7,7;barato
2703;541;23;9,5;barato
2704;541;180;8,1;barato
2705;541;144;8,6;barato
2706;542;104;8,7;barato
2707;542;158;6,9;barato
2708;542;218;5,3;barato
2709;542;112;8,8;barato
2710;542;136;6,7;barato
2711;543;106;22,6;caro
2712;543;85;27,4;caro
2713;543;82;29,9;caro
2714;543;141;26,8;caro
2715;543;27;23,1;caro
2716;544;170;6,3;barato
2717;544;100;8,5;barato
2718;544;236;8,3;barato
2719;544;155;7,5;barato
2720;544;11;5,7;barato
2721;545;223;20,6;caro
2722;545;176;27,3;caro
2723;545;202;29,5;caro
2724;545;232;27,5;caro
2725;545;76;27,6;caro
2726;546;59;27,2;caro
2727;546;60;28,5;caro
2728;546;83;28,8;caro
2729;546;159;29,4;caro
2730;546;58;29,3;caro
2731;547;52;16,8;medio
2732;547;19;19,1;medio
2733;547;140;16;medio
2734;547;237;11,8;medio
2735;547;227;18,3;medio
2736;548;71;17,5;medio
2737;548;190;11,1;medio
2738;548;25;18,1;medio
2739;548;228;16,2;medio
2740;548;145;17,8;medio
2741;549;236;26,2;caro
2742;549;136;28;caro
2743;549;22;29;caro
2744;549;35;27,5;caro
2745;549;213;22,9;caro
2746;550;27;7,3;barato
2747;550;70;6;barato
2748;550;7;6,2;barato
2749;550;158;7,8;barato
2750;550;26;9,3;barato
2751;551;144;27,6;caro
2752;551;232;28,6;caro
2753;551;185;21;caro
2754;551;3;25,6;caro
2755;551;75;25,8;caro
2756;552;124;22,8;caro
2757;552;236;27,3;caro
2758;552;227;25,9;caro
2759;552;122;27,4;caro
2760;552;168;27,6;caro
2761;553;55;6,8;barato
2762;553;109;5,9;barato
2763;553;2;7,2;barato
2764;553;75;7,8;barato
2765;553;213;8,2;barato
2766;554;43;27,7;caro
2767;554;74;28,9;caro
2768;554;98;29,8;caro
2769;554;210;29,2;caro
2770;554;17;24,7;caro
2771;555;85;24,3;caro
2772;555;90;26;caro
2773;555;28;29,4;caro
2774;555;139;27,3;caro
2775;555;100;29,5;caro
2776;556;27;13,8;medio
2777;556;186;13,9;medio
2778;556;38;18,6;medio
2779;556;132;17,7;medio
2780;556;149;15,9;medio
2781;557;52;24;caro
2782;557;78;25,2;caro
2783;557;195;27,7;caro
2784;557;26;25,5;caro
2785;557;102;26,6;caro
2786;558;99;13,4;medio
2787;558;141;13,2;medio
2788;558;12;17,7;medio
2789;558;234;15,2;medio
2790;558;87;12,3;medio
2791;559;132;23,6;caro
2792;559;237;26,8;caro
2793;559;29;21,9;caro
2794;559;111;22,8;caro
2795;559;196;27;caro
2796;560;35;9,9;barato
2797;560;133;9,2;barato
2798;560;12;7,1;barato
2799;560;15;8,5;barato
2800;560;227;7,2;barato
2801;561;30;25,9;caro
2802;561;214;28;caro
2803;561;15;25,1;caro
2804;561;199;21,1;caro
2805;561;35;28,4;caro
2806;562;53;14,7;medio
2807;562;80;16,5;medio
2808;562;75;19,3;medio
2809;562;22;12,6;medio
2810;562;102;19,6;medio
2811;563;46;5,7;barato
2812;563;131;9,1;barato
2813;563;87;6,7;barato
2814;563;92;5,3;barato
2815;563;112;6,2;barato
2816;564;206;20,7;caro
2817;564;175;26,5;caro
2818;564;185;29,1;caro
2819;564;14;25,2;caro
2820;564;101;28,2;caro
2821;565;214;8,5;barato
2822;565;169;7,5;barato
2823;565;49;5,4;barato
2824;565;44;9,2;barato
2825;565;203;8;barato
2826;566;195;9,9;barato
2827;566;125;8,9;barato
2828;566;85;8,5;barato
2829;566;16;9,2;barato
2830;566;152;7,7;barato
2831;567;231;8,9;barato
2832;567;61;9,8;barato
2833;567;146;8,3;barato
2834;567;140;8,8;barato
2835;567;79;5,6;barato
2836;568;6;5,2;barato
2837;568;177;9,9;barato
2838;568;18;7,3;barato
2839;568;105;5,3;barato
2840;568;231;8,5;barato
2841;569;64;16,9;medio
2842;569;14;11;medio
2843;569;208;16,8;medio
2844;569;157;15,1;medio
2845;569;57;12,6;medio
2846;570;192;9,5;barato
2847;570;61;8,1;barato
2848;570;141;7,3;barato
2849;570;237;7,4;barato
2850;570;212;8,3;barato
2851;571;226;24,4;caro
2852;571;67;23,4;caro
2853;571;235;23,1;caro
2854;571;44;25,6;caro
2855;571;5;24;caro
2856;572;101;12,9;medio
2857;572;183;14,7;medio
2858;572;114;17;medio
2859;572;64;12,4;medio
2860;572;28;11,7;medio
2861;573;93;12,4;medio
2862;573;66;17,6;medio
2863;573;237;18;medio
2864;573;160;19,4;medio
2865;573;71;16,3;medio
2866;574;38;13,9;medio
2867;574;115;18,1;medio
2868;574;41;16,2;medio
2869;574;209;12,5;medio
2870;574;49;16,8;medio
2871;575;182;18;medio
2872;575;35;14,2;medio
2873;575;7;16;medio
2874;575;2;17;medio
2875;575;88;18,7;medio
2876;576;90;6,3;barato
2877;576;236;5,2;barato
2878;576;179;5,1;barato
2879;576;234;8;barato
2880;576;205;6,8;barato
2881;577;156;8,7;barato
2882;577;189;7,5;barato
2883;577;43;5,6;barato
2884;577;64;8,1;barato
2885;577;35;7,9;barato
2886;578;77;11,7;medio
2887;578;1;13,8;medio
2888;578;232;18,7;medio
2889;578;131;19,9;medio
2890;578;146;15,3;medio
2891;579;112;22,2;caro
2892;579;49;20,4;caro
2893;579;163;21,1;caro
2894;579;74;27,2;caro
2895;579;222;25,9;caro
2896;580;73;5,5;barato
2897;580;85;6,9;barato
2898;580;50;7,2;barato
2899;580;141;7,9;barato
2900;580;46;9,1;barato
2901;581;238;25,4;caro
2902;581;91;22,8;caro
2903;581;87;25,2;caro
2904;581;135;28,5;caro
2905;581;120;25,2;caro
2906;582;107;8,8;barato
2907;582;53;5,1;barato
2908;582;81;8,6;barato
2909;582;163;5,9;barato
2910;582;31;5,4;barato
2911;583;163;13,6;medio
2912;583;230;18,8;medio
2913;583;119;14,2;medio
2914;583;109;19;medio
2915;583;25;12;medio
2916;584;149;15,8;medio
2917;584;225;19,3;medio
2918;584;106;18,8;medio
2919;584;30;15,5;medio
2920;584;23;14,2;medio
2921;585;170;29,3;caro
2922;585;166;26,9;caro
2923;585;206;24,2;caro
2924;585;97;23,6;caro
2925;585;78;26,1;caro
2926;586;100;5,8;barato
2927;586;189;6,8;barato
2928;586;107;7,3;barato
2929;586;224;7,6;barato
2930;586;174;6;barato
2931;587;178;21,7;caro
2932;587;148;20,5;caro
2933;587;216;20,7;caro
2934;587;162;22,8;caro
2935;587;35;24,9;caro
2936;588;210;6,6;barato
2937;588;182;7,6;barato
2938;588;140;8,5;barato
2939;588;126;8,2;barato
2940;588;219;6,8;barato
2941;589;141;28,4;caro
2942;589;51;22;caro
2943;589;81;24,3;caro
2944;589;188;26,7;caro
2945;589;168;20,6;caro
2946;590;111;6,5;barato
2947;590;114;6,5;barato
2948;590;196;6,3;barato
2949;590;39;8,1;barato
2950;590;88;8,4;barato
2951;591;136;16,6;medio
2952;591;208;13,4;medio
2953;591;33;14;medio
2954;591;11;19,4;medio
2955;591;236;18,7;medio
2956;592;177;12,3;medio
2957;592;105;16,3;medio
2958;592;67;11,1;medio
2959;592;221;14,9;medio
2960;592;101;14,1;medio
2961;593;170;12,9;medio
2962;593;61;14,3;medio
2963;593;147;15,8;medio
2964;593;117;11,3;medio
2965;593;85;11,1;medio
2966;594;23;11,4;medio
2967;594;207;15,6;medio
2968;594;193;15,8;medio
2969;594;59;14,6;medio
2970;594;203;14,9;medio
2971;595;83;7;barato
2972;595;124;9,8;barato
2973;595;41;6,5;barato
2974;595;203;8,6;barato
2975;595;99;9,7;barato
2976;596;70;18;medio
2977;596;147;13,8;medio
2978;596;14;12,3;medio
2979;596;235;15,2;medio
2980;596;45;13,2;medio
2981;597;115;30;caro
2982;597;198;27,1;caro
2983;597;103;30;caro
2984;597;225;20,3;caro
2985;597;229;20,2;caro
2986;598;184;21,3;caro
2987;598;32;21,4;caro
2988;598;106;26,4;caro
2989;598;18;23,3;caro
2990;598;52;23,7;caro
2991;599;184;27,5;caro
2992;599;150;21,4;caro
2993;599;196;20,4;caro
2994;599;38;29,3;caro
2995;599;220;22,4;caro
2996;600;204;7,4;barato
2997;600;1;5,7;barato
2998;600;111;6,3;barato
2999;600;61;5,8;barato
3000;600;80;8,8;barato
3001;601;4;5,2;barato
3002;601;19;9,4;barato
3003;601;189;6,2;barato
3004;601;144;6,8;barato
3005;601;1;5,9;barato
3006;602;77;6,4;barato
3007;602;90;8,7;barato
3008;602;20;6;barato
3009;602;106;5,1;barato
3010;602;39;6;barato
3011;603;187;9,7;barato
3012;603;121;9,4;barato
3013;603;173;7,3;barato
3014;603;82;6;barato
3015;603;193;7,9;barato
3016;604;33;5,3;barato
3017;604;210;7,3;barato
3018;604;152;6,7;barato
3019;604;89;6,4;barato
3020;604;80;6,7;barato
3021;605;136;7,9;barato
3022;605;95;9;barato
3023;605;132;5,7;barato
3024;605;155;7;barato
3025;605;2;7,1;barato
3026;606;46;19,5;medio
3027;606;29;14,1;medio
3028;606;183;18,2;medio
3029;606;161;12,6;medio
3030;606;102;17,3;medio
3031;607;193;14;medio
3032;607;126;15,6;medio
3033;607;69;14,2;medio
3034;607;201;12,1;medio
3035;607;228;18,3;medio
3036;608;64;21,2;caro
3037;608;45;25,6;caro
3038;608;124;24,2;caro
3039;608;54;28,4;caro
3040;608;93;26,8;caro
3041;609;41;7,1;barato
3042;609;196;9,2;barato
3043;609;205;7,1;barato
3044;609;229;8,4;barato
3045;609;95;7,8;barato
3046;610;231;9,8;barato
3047;610;113;6,2;barato
3048;610;142;6;barato
3049;610;55;6,3;barato
3050;610;210;5,2;barato
3051;611;217;5,9;barato
3052;611;56;6,8;barato
3053;611;33;6,3;barato
3054;611;83;10;barato
3055;611;109;7,5;barato
3056;612;26;28,5;caro
3057;612;223;24,7;caro
3058;612;135;27,8;caro
3059;612;50;25,3;caro
3060;612;150;28;caro
3061;613;44;6,3;barato
3062;613;128;9,1;barato
3063;613;186;7;barato
3064;613;11;6,6;barato
3065;613;35;8,2;barato
3066;614;131;15,8;medio
3067;614;29;17,5;medio
3068;614;195;16,7;medio
3069;614;31;14,6;medio
3070;614;117;15,9;medio
3071;615;49;6,5;barato
3072;615;95;7,2;barato
3073;615;36;8,7;barato
3074;615;115;7,6;barato
3075;615;159;9,9;barato
3076;616;95;15,9;medio
3077;616;168;11,5;medio
3078;616;130;16,2;medio
3079;616;24;13;medio
3080;616;42;18,5;medio
3081;617;12;5,6;barato
3082;617;10;6,8;barato
3083;617;46;6,3;barato
3084;617;151;9,9;barato
3085;617;213;6,3;barato
3086;618;230;6,6;barato
3087;618;144;9,3;barato
3088;618;140;7,7;barato
3089;618;117;8,4;barato
3090;618;116;8,4;barato
3091;619;231;9,7;barato
3092;619;195;6,4;barato
3093;619;220;7,4;barato
3094;619;226;7,7;barato
3095;619;1;9,8;barato
3096;620;173;21,8;caro
3097;620;43;28,8;caro
3098;620;188;28,8;caro
3099;620;14;23,9;caro
3100;620;67;29,7;caro
3101;621;193;7,3;barato
3102;621;114;8,6;barato
3103;621;216;6,5;barato
3104;621;86;5;barato
3105;621;222;9;barato
3106;622;41;11,9;medio
3107;622;6;15,2;medio
3108;622;24;14,4;medio
3109;622;151;14;medio
3110;622;70;12,1;medio
3111;623;86;23,6;caro
3112;623;98;22,8;caro
3113;623;14;24,6;caro
3114;623;94;28,7;caro
3115;623;74;22,6;caro
3116;624;83;6,9;barato
3117;624;90;5,2;barato
3118;624;202;6,5;barato
3119;624;148;6;barato
3120;624;96;8,3;barato
3121;625;127;8,4;barato
3122;625;166;7,6;barato
3123;625;43;6,9;barato
3124;625;224;6,5;barato
3125;625;177;6,6;barato
3126;626;230;8,4;barato
3127;626;74;9,4;barato
3128;626;5;9,7;barato
3129;626;104;8,2;barato
3130;626;87;7,8;barato
3131;627;214;17,7;medio
3132;627;195;15,5;medio
3133;627;177;16,1;medio
3134;627;205;17,3;medio
3135;627;115;14,1;medio
3136;628;214;25;caro
3137;628;57;26,9;caro
3138;628;36;22,2;caro
3139;628;90;22,9;caro
3140;628;146;26,4;caro
3141;629;8;22,7;caro
3142;629;50;28;caro
3143;629;89;23,8;caro
3144;629;68;21,5;caro
3145;629;32;29,8;caro
3146;630;227;22,6;caro
3147;630;215;29,8;caro
3148;630;13;25,1;caro
3149;630;147;21,3;caro
3150;630;97;29,7;caro
3151;631;116;22,1;caro
3152;631;136;29,7;caro
3153;631;60;20,9;caro
3154;631;69;27,8;caro
3155;631;24;29,9;caro
3156;632;96;27,5;caro
3157;632;10;24,6;caro
3158;632;205;27,9;caro
3159;632;52;24,5;caro
3160;632;59;23;caro
3161;633;40;28,9;caro
3162;633;52;20,5;caro
3163;633;214;22,3;caro
3164;633;70;23,1;caro
3165;633;39;28,6;caro
3166;634;51;27,7;caro
3167;634;214;26,6;caro
3168;634;139;20,3;caro
3169;634;220;24;caro
3170;634;159;27,4;caro
3171;635;21;23,6;caro
3172;635;207;27,8;caro
3173;635;13;27,7;caro
3174;635;172;29,6;caro
3175;635;194;21,4;caro
3176;636;66;15,2;medio
3177;636;130;13,3;medio
3178;636;112;16,8;medio
3179;636;124;15,3;medio
3180;636;233;15,5;medio
3181;637;75;6,5;barato
3182;637;71;9,8;barato
3183;637;10;7,7;barato
3184;637;70;7,9;barato
3185;637;143;6;barato
3186;638;50;5,7;barato
3187;638;83;6,3;barato
3188;638;206;6,9;barato
3189;638;75;8,3;barato
3190;638;117;9,2;barato
3191;639;152;12,6;medio
3192;639;95;19,5;medio
3193;639;224;18,8;medio
3194;639;82;17,3;medio
3195;639;23;14,4;medio
3196;640;103;19,9;medio
3197;640;2;14,2;medio
3198;640;116;17,9;medio
3199;640;174;15,1;medio
3200;640;104;11,2;medio
3201;641;226;11,5;medio
3202;641;143;17,1;medio
3203;641;235;11,9;medio
3204;641;2;14,8;medio
3205;641;200;16,9;medio
3206;642;230;9,5;barato
3207;642;56;9,8;barato
3208;642;71;8,4;barato
3209;642;205;6,3;barato
3210;642;70;6,8;barato
3211;643;35;9,2;barato
3212;643;141;6,3;barato
3213;643;175;7,8;barato
3214;643;144;8,3;barato
3215;643;166;6,4;barato
3216;644;223;7,8;barato
3217;644;235;7,4;barato
3218;644;118;8,1;barato
3219;644;18;6,3;barato
3220;644;90;8,8;barato
3221;645;151;7;barato
3222;645;35;6,5;barato
3223;645;99;7,3;barato
3224;645;121;9,2;barato
3225;645;56;8,6;barato
3226;646;161;26,9;caro
3227;646;150;28,1;caro
3228;646;237;24,2;caro
3229;646;200;20,8;caro
3230;646;214;26,4;caro
3231;647;219;12,1;medio
3232;647;142;17,5;medio
3233;647;75;17;medio
3234;647;25;16,9;medio
3235;647;227;14,5;medio
3236;648;191;13,3;medio
3237;648;214;17,3;medio
3238;648;111;14,6;medio
3239;648;72;19,6;medio
3240;648;103;14;medio
3241;649;168;29,3;caro
3242;649;87;23,5;caro
3243;649;128;22,1;caro
3244;649;88;25,1;caro
3245;649;25;20,5;caro
3246;650;143;25,8;caro
3247;650;84;27,3;caro
3248;650;65;20,7;caro
3249;650;154;25,1;caro
3250;650;196;24,9;caro
3251;651;109;18,9;medio
3252;651;9;16,5;medio
3253;651;100;16,7;medio
3254;651;170;13,6;medio
3255;651;23;15,2;medio
3256;652;178;29,6;caro
3257;652;200;27,3;caro
3258;652;13;23,5;caro
3259;652;101;21;caro
3260;652;30;27;caro
3261;653;2;5,8;barato
3262;653;149;5,9;barato
3263;653;218;7,9;barato
3264;653;82;9,9;barato
3265;653;195;6,5;barato
3266;654;201;13,6;medio
3267;654;218;13,4;medio
3268;654;64;19,1;medio
3269;654;135;19,1;medio
3270;654;155;14,7;medio
3271;655;73;29,1;caro
3272;655;174;28,7;caro
3273;655;230;24,1;caro
3274;655;52;27,7;caro
3275;655;115;26,6;caro
3276;656;236;23,5;caro
3277;656;134;30;caro
3278;656;157;22,9;caro
