cafeteria_id;pet_friendly;tipo_musica;iluminacion;enchufes;wifi;terraza;estilo_decorativo
576;no;sin música;cálida;no;no;sí;artístico
577;sí;calmada;tenue;no;no;sí;vintage
578;no;sin música;brillante;no;sí;no;minimalista
579;sí;sin música;cálida;sí;sí;sí;minimalista
580;sí;calmada;brillante;no;sí;sí;minimalista
581;sí;sin música;brillante;no;no;no;minimalista
582;no;alegre;brillante;no;sí;no;rústico
583;sí;alegre;brillante;sí;sí;sí;moderno
584;no;alegre;tenue;no;sí;sí;minimalista
585;sí;alegre;tenue;sí;no;sí;rústico
586;no;alegre;cálida;no;sí;no;vintage
587;no;calmada;cálida;no;no;no;vintage
588;no;calmada;brillante;sí;no;sí;vintage
589;no;calmada;cálida;sí;sí;no;artístico
590;sí;sin música;cálida;sí;no;no;rústico
591;no;sin música;cálida;sí;no;sí;industrial
592;sí;alegre;cálida;sí;sí;no;minimalista
593;no;calmada;cálida;sí;no;sí;moderno
594;no;sin música;brillante;sí;sí;no;artístico
595;sí;alegre;cálida;no;sí;sí;vintage
596;sí;alegre;cálida;sí;sí;no;vintage
597;sí;sin música;tenue;no;sí;sí;rústico
598;no;sin música;tenue;sí;no;sí;vintage
599;no;calmada;cálida;no;no;no;rústico
600;no;calmada;tenue;no;sí;no;moderno
601;sí;calmada;brillante;no;sí;sí;rústico
602;sí;calmada;cálida;sí;sí;sí;minimalista
603;no;alegre;brillante;no;sí;sí;vintage
604;no;sin música;brillante;sí;sí;sí;rústico
605;sí;sin música;brillante;sí;no;no;minimalista
606;no;calmada;cálida;sí;sí;no;vintage
607;no;calmada;brillante;sí;no;no;industrial
608;no;alegre;cálida;sí;sí;no;minimalista
609;sí;calmada;brillante;no;no;sí;minimalista
610;sí;alegre;cálida;no;no;sí;artístico
611;sí;sin música;brillante;no;sí;no;industrial
612;no;sin música;cálida;sí;sí;no;minimalista
613;sí;calmada;tenue;sí;sí;sí;artístico
614;sí;calmada;tenue;sí;sí;no;moderno
615;no;calmada;cálida;sí;sí;sí;artístico
616;sí;calmada;cálida;no;sí;sí;rústico
617;no;alegre;brillante;sí;sí;no;minimalista
618;sí;sin música;brillante;sí;sí;no;minimalista
619;no;calmada;cálida;sí;no;no;industrial
620;sí;sin música;brillante;no;sí;sí;moderno
621;no;alegre;brillante;sí;sí;sí;industrial
622;sí;sin música;tenue;no;no;sí;artístico
623;no;calmada;tenue;no;sí;no;vintage
624;no;calmada;brillante;no;sí;no;vintage
625;no;calmada;tenue;no;no;no;vintage
626;sí;sin música;brillante;no;sí;sí;industrial
627;no;calmada;cálida;no;sí;sí;artístico
628;no;alegre;brillante;no;sí;sí;vintage
629;sí;sin música;brillante;no;sí;sí;moderno
630;no;sin música;cálida;no;sí;no;vintage
631;no;calmada;cálida;no;sí;sí;moderno
632;no;calmada;tenue;no;sí;no;minimalista
633;sí;alegre;cálida;sí;no;sí;moderno
634;no;sin música;tenue;no;no;no;industrial
635;no;sin música;brillante;no;no;no;rústico
636;sí;calmada;brillante;sí;no;no;rústico
637;sí;alegre;cálida;no;sí;no;rústico
638;sí;sin música;brillante;sí;no;no;vintage
639;no;calmada;brillante;no;sí;sí;moderno
640;no;alegre;brillante;no;sí;sí;rústico
641;sí;alegre;brillante;no;sí;sí;moderno
642;sí;sin música;brillante;sí;no;sí;minimalista
643;sí;calmada;tenue;no;sí;no;moderno
644;no;sin música;brillante;sí;no;no;artístico
645;no;calmada;cálida;sí;no;no;rústico
646;sí;alegre;cálida;no;sí;sí;rústico
647;no;calmada;brillante;sí;sí;sí;industrial
648;no;sin música;cálida;no;sí;sí;industrial
649;no;sin música;tenue;sí;sí;sí;vintage
650;sí;alegre;tenue;sí;sí;no;artístico
651;sí;sin música;brillante;sí;no;no;rústico
652;no;sin música;tenue;sí;no;no;rústico
653;no;calmada;tenue;sí;no;no;artístico
654;sí;calmada;cálida;no;no;no;rústico
655;no;sin música;tenue;sí;sí;no;industrial
656;sí;alegre;cálida;no;sí;sí;industrial
657;no;alegre;cálida;sí;sí;no;artístico
658;no;sin música;brillante;no;no;no;vintage
659;sí;alegre;cálida;no;no;no;minimalista
660;no;sin música;cálida;sí;sí;sí;rústico
661;no;alegre;tenue;no;no;no;rústico
662;no;sin música;tenue;sí;sí;sí;artístico
663;no;calmada;brillante;no;sí;sí;minimalista
664;no;calmada;cálida;no;sí;sí;moderno
665;sí;calmada;cálida;no;no;sí;moderno
666;sí;alegre;tenue;no;sí;no;vintage
667;sí;calmada;cálida;no;no;no;rústico
668;no;alegre;cálida;no;sí;no;vintage
669;no;alegre;brillante;sí;sí;sí;industrial
670;sí;calmada;tenue;no;no;no;rústico
671;sí;alegre;tenue;no;sí;no;rústico
672;no;alegre;brillante;no;sí;sí;artístico
673;sí;calmada;brillante;sí;no;sí;industrial
674;no;alegre;tenue;no;no;sí;minimalista
675;no;sin música;cálida;no;no;sí;minimalista
676;sí;calmada;tenue;no;sí;sí;vintage
677;no;sin música;brillante;no;no;sí;vintage
678;no;sin música;tenue;no;sí;sí;minimalista
679;no;alegre;tenue;no;sí;sí;rústico
680;no;alegre;tenue;sí;no;sí;rústico
681;sí;sin música;brillante;no;sí;sí;rústico
682;sí;sin música;cálida;sí;sí;no;vintage
683;no;sin música;brillante;no;no;sí;vintage
684;sí;calmada;tenue;sí;sí;no;vintage
685;no;sin música;brillante;sí;no;no;artístico
686;sí;calmada;tenue;no;sí;sí;minimalista
687;no;calmada;tenue;no;sí;sí;moderno
688;sí;calmada;cálida;no;sí;sí;artístico
689;sí;alegre;tenue;sí;no;no;moderno
690;no;calmada;cálida;no;no;no;industrial
691;sí;alegre;tenue;sí;sí;no;vintage
692;sí;sin música;brillante;sí;sí;no;artístico
693;sí;alegre;cálida;no;no;no;minimalista
694;sí;alegre;brillante;no;no;sí;minimalista
695;sí;sin música;cálida;sí;sí;no;industrial
696;sí;calmada;cálida;sí;sí;no;industrial
697;no;alegre;tenue;no;no;no;industrial
698;sí;calmada;brillante;sí;sí;sí;industrial
699;no;sin música;tenue;sí;sí;sí;industrial
700;sí;alegre;tenue;sí;no;no;rústico
701;sí;sin música;cálida;sí;no;no;artístico
702;sí;alegre;tenue;no;sí;sí;moderno
703;sí;sin música;cálida;sí;sí;no;artístico
704;no;calmada;tenue;sí;no;no;industrial
705;sí;alegre;brillante;sí;sí;sí;vintage
706;no;sin música;cálida;sí;no;no;minimalista
707;no;calmada;brillante;sí;sí;no;vintage
708;sí;calmada;tenue;sí;no;sí;rústico
709;no;sin música;brillante;sí;no;no;vintage
710;sí;sin música;tenue;no;sí;no;vintage
711;no;calmada;tenue;no;no;no;rústico
712;no;calmada;tenue;sí;no;no;industrial
713;sí;calmada;brillante;sí;sí;no;industrial
714;no;calmada;tenue;sí;sí;no;minimalista
715;no;sin música;cálida;sí;sí;no;vintage
716;sí;alegre;tenue;sí;sí;sí;vintage
717;sí;alegre;tenue;sí;sí;no;moderno
718;sí;sin música;cálida;sí;no;no;vintage
719;sí;sin música;brillante;no;sí;no;artístico
720;sí;alegre;brillante;no;no;sí;artístico
721;sí;sin música;tenue;sí;sí;sí;artístico
722;sí;alegre;cálida;sí;sí;sí;minimalista
723;sí;alegre;brillante;no;sí;no;industrial
724;sí;alegre;tenue;sí;no;sí;industrial
725;no;alegre;cálida;no;sí;no;rústico
726;sí;calmada;brillante;no;sí;sí;minimalista
727;sí;alegre;tenue;sí;sí;sí;artístico
728;no;sin música;brillante;sí;sí;no;artístico
729;no;calmada;brillante;no;sí;sí;artístico
730;sí;sin música;cálida;no;sí;sí;rústico
731;sí;alegre;cálida;sí;no;no;minimalista
732;no;sin música;tenue;sí;no;no;rústico
733;sí;sin música;cálida;no;no;sí;rústico
734;no;alegre;tenue;sí;sí;no;artístico
735;sí;calmada;brillante;sí;sí;sí;vintage
736;no;sin música;cálida;sí;no;sí;industrial
737;no;calmada;brillante;no;no;sí;rústico
738;sí;sin música;tenue;sí;sí;no;artístico
739;no;sin música;brillante;sí;sí;sí;vintage
740;no;calmada;brillante;no;sí;no;minimalista
741;sí;alegre;brillante;no;sí;sí;rústico
742;no;calmada;tenue;no;sí;sí;rústico
743;no;calmada;tenue;no;sí;sí;rústico
744;no;calmada;cálida;no;no;sí;rústico
745;sí;alegre;tenue;no;no;sí;moderno
746;sí;sin música;tenue;no;no;no;artístico
747;no;sin música;tenue;sí;no;no;rústico
748;sí;alegre;tenue;no;sí;no;minimalista
749;sí;sin música;cálida;no;sí;no;artístico
750;sí;calmada;brillante;no;no;sí;artístico
751;no;calmada;tenue;sí;no;sí;moderno
752;sí;sin música;brillante;no;sí;no;rústico
753;sí;calmada;cálida;sí;sí;no;moderno
754;sí;alegre;brillante;no;sí;no;vintage
755;sí;sin música;brillante;sí;no;no;minimalista
756;sí;alegre;brillante;sí;no;sí;artístico
757;sí;alegre;cálida;sí;sí;no;moderno
758;sí;sin música;cálida;sí;no;sí;vintage
759;no;sin música;tenue;no;sí;sí;moderno
760;no;sin música;cálida;sí;sí;no;rústico
761;sí;sin música;tenue;sí;sí;sí;artístico
762;no;sin música;brillante;no;sí;sí;artístico
763;sí;calmada;tenue;sí;no;sí;minimalista
764;sí;calmada;tenue;sí;sí;no;minimalista
765;sí;sin música;cálida;no;no;sí;artístico
766;no;calmada;cálida;no;sí;sí;minimalista
767;sí;alegre;brillante;sí;no;sí;minimalista
768;no;sin música;cálida;no;no;sí;vintage
769;sí;calmada;cálida;sí;sí;sí;industrial
770;no;alegre;tenue;sí;no;no;minimalista
771;sí;alegre;brillante;sí;sí;sí;artístico
772;sí;sin música;brillante;no;no;sí;rústico
773;no;sin música;tenue;sí;sí;no;moderno
774;sí;sin música;brillante;no;no;sí;minimalista
775;no;calmada;brillante;sí;no;sí;minimalista
776;sí;sin música;brillante;sí;no;sí;rústico
777;no;alegre;brillante;sí;no;no;artístico
778;sí;calmada;tenue;no;no;no;vintage
779;no;alegre;cálida;sí;no;sí;moderno
780;no;alegre;cálida;sí;no;sí;minimalista
781;sí;alegre;tenue;sí;no;sí;moderno
782;no;alegre;tenue;sí;sí;no;artístico
783;no;sin música;tenue;sí;sí;no;moderno
784;sí;calmada;cálida;no;sí;no;rústico
785;sí;sin música;cálida;sí;sí;sí;industrial
786;sí;calmada;tenue;no;no;sí;artístico
787;sí;sin música;tenue;sí;sí;sí;minimalista
788;no;alegre;cálida;sí;no;no;minimalista
789;no;sin música;tenue;sí;no;no;vintage
790;sí;sin música;cálida;sí;no;no;rústico
791;no;alegre;brillante;sí;no;sí;minimalista
792;sí;alegre;cálida;sí;sí;sí;artístico
793;sí;sin música;cálida;no;sí;sí;vintage
794;no;alegre;brillante;sí;no;no;moderno
795;no;sin música;cálida;sí;no;no;rústico
796;no;alegre;tenue;sí;sí;sí;industrial
797;no;sin música;brillante;no;sí;sí;rústico
798;no;calmada;tenue;no;no;sí;rústico
799;sí;sin música;cálida;sí;no;no;minimalista
800;sí;sin música;cálida;sí;no;no;rústico
801;no;sin música;cálida;sí;sí;sí;moderno
802;no;sin música;brillante;sí;no;no;vintage
803;sí;sin música;cálida;sí;no;no;industrial
804;no;sin música;brillante;sí;sí;sí;artístico
805;no;sin música;cálida;sí;sí;sí;artístico
806;sí;calmada;tenue;sí;no;no;moderno
807;no;sin música;brillante;sí;sí;no;vintage
808;sí;alegre;brillante;no;sí;sí;rústico
809;sí;sin música;brillante;sí;sí;sí;industrial
810;no;calmada;brillante;no;sí;sí;moderno
811;no;calmada;brillante;sí;no;no;moderno
812;no;sin música;cálida;no;no;no;minimalista
813;no;calmada;cálida;sí;sí;no;rústico
814;sí;alegre;cálida;no;sí;sí;moderno
815;sí;alegre;cálida;no;sí;sí;minimalista
816;sí;calmada;tenue;no;no;sí;industrial
817;sí;sin música;cálida;sí;sí;no;vintage
818;sí;sin música;brillante;sí;no;no;artístico
819;sí;alegre;brillante;sí;no;sí;industrial
820;sí;alegre;brillante;sí;no;no;moderno
821;no;sin música;cálida;sí;sí;sí;rústico
822;sí;alegre;brillante;no;no;sí;vintage
823;no;alegre;cálida;no;no;sí;vintage
824;sí;calmada;cálida;no;sí;sí;minimalista
825;no;sin música;cálida;no;no;sí;vintage
826;sí;alegre;brillante;sí;sí;no;artístico
827;no;alegre;brillante;sí;no;no;moderno
828;sí;sin música;brillante;sí;sí;no;moderno
829;sí;sin música;tenue;no;sí;sí;artístico
830;sí;calmada;cálida;sí;sí;sí;vintage
831;no;sin música;brillante;no;sí;sí;vintage
832;no;sin música;tenue;no;sí;no;moderno
833;no;alegre;brillante;no;no;sí;moderno
834;no;calmada;cálida;no;sí;no;vintage
835;sí;calmada;tenue;no;no;sí;moderno
836;sí;sin música;brillante;sí;no;sí;vintage
837;sí;alegre;cálida;no;no;no;industrial
838;sí;sin música;tenue;sí;sí;sí;rústico
839;no;sin música;tenue;sí;sí;no;industrial
840;no;sin música;tenue;no;no;sí;minimalista
841;no;sin música;cálida;no;sí;sí;minimalista
842;sí;alegre;brillante;no;no;sí;artístico
843;no;sin música;tenue;no;sí;sí;minimalista
844;sí;calmada;cálida;no;no;sí;moderno
845;sí;calmada;cálida;sí;sí;sí;vintage
846;sí;alegre;cálida;no;sí;sí;minimalista
847;no;alegre;tenue;no;sí;sí;minimalista
848;no;alegre;cálida;sí;no;sí;rústico
849;no;alegre;tenue;no;no;no;vintage
850;sí;calmada;brillante;no;no;no;industrial
851;sí;calmada;tenue;no;no;sí;minimalista
852;no;calmada;brillante;no;no;sí;rústico
853;sí;alegre;cálida;sí;sí;no;vintage
854;sí;calmada;tenue;sí;sí;no;rústico
855;sí;alegre;brillante;sí;no;sí;artístico
856;no;alegre;cálida;sí;sí;no;industrial
857;no;calmada;cálida;sí;no;no;industrial
858;no;alegre;cálida;sí;no;sí;vintage
859;no;alegre;cálida;sí;sí;sí;minimalista
860;sí;calmada;tenue;no;no;no;vintage
861;no;alegre;brillante;sí;sí;sí;rústico
862;no;alegre;tenue;sí;no;sí;moderno
863;sí;sin música;tenue;no;sí;sí;moderno
864;sí;sin música;tenue;no;sí;no;minimalista
865;no;alegre;brillante;no;sí;sí;minimalista
866;no;calmada;tenue;no;sí;sí;moderno
867;sí;calmada;cálida;sí;sí;sí;vintage
868;sí;sin música;tenue;sí;sí;sí;rústico
869;sí;alegre;cálida;no;no;no;artístico
870;sí;alegre;cálida;sí;no;no;industrial
871;no;calmada;cálida;sí;sí;sí;industrial
872;sí;alegre;cálida;no;no;sí;vintage
873;sí;alegre;tenue;sí;sí;no;minimalista
874;no;sin música;cálida;sí;no;sí;vintage
875;no;alegre;brillante;sí;no;sí;industrial
876;sí;sin música;brillante;no;sí;sí;industrial
877;sí;sin música;cálida;no;sí;no;minimalista
878;sí;sin música;tenue;no;no;no;rústico
879;no;alegre;tenue;no;sí;no;moderno
880;no;alegre;tenue;no;no;sí;minimalista
881;sí;alegre;brillante;no;no;sí;industrial
882;no;alegre;cálida;sí;sí;sí;vintage
883;no;sin música;brillante;sí;no;sí;minimalista
884;no;sin música;cálida;no;sí;no;rústico
885;sí;alegre;brillante;no;sí;no;industrial
886;no;calmada;tenue;no;sí;sí;moderno
887;sí;calmada;cálida;no;sí;sí;rústico
888;no;alegre;tenue;no;no;no;moderno
889;sí;sin música;cálida;sí;sí;no;minimalista
890;sí;calmada;tenue;no;no;sí;moderno
891;no;calmada;brillante;no;no;no;moderno
892;no;sin música;tenue;sí;no;no;minimalista
893;sí;alegre;brillante;sí;sí;no;vintage
894;no;alegre;cálida;sí;no;no;rústico
895;sí;alegre;brillante;sí;no;sí;industrial
896;sí;alegre;tenue;sí;sí;sí;moderno
897;no;sin música;cálida;no;no;no;minimalista
898;sí;calmada;brillante;sí;sí;sí;minimalista
899;no;calmada;brillante;sí;no;sí;rústico
900;sí;calmada;brillante;no;no;no;vintage
901;sí;calmada;tenue;no;no;sí;rústico
902;no;calmada;tenue;sí;no;sí;industrial
903;no;calmada;tenue;sí;sí;no;vintage
904;sí;calmada;cálida;sí;sí;no;rústico
905;no;sin música;cálida;no;no;sí;moderno
906;sí;alegre;brillante;sí;sí;no;vintage
907;no;sin música;tenue;sí;sí;sí;moderno
908;sí;alegre;cálida;sí;no;sí;minimalista
909;no;alegre;brillante;sí;sí;sí;industrial
910;sí;calmada;cálida;no;sí;sí;moderno
911;no;alegre;tenue;no;sí;sí;moderno
912;sí;calmada;cálida;sí;no;sí;vintage
913;no;sin música;cálida;sí;sí;sí;vintage
914;no;alegre;cálida;sí;sí;no;vintage
915;sí;sin música;brillante;no;no;no;moderno
916;no;alegre;brillante;sí;no;sí;industrial
917;no;alegre;cálida;sí;sí;sí;vintage
918;no;calmada;cálida;no;sí;sí;artístico
919;no;calmada;tenue;no;sí;sí;moderno
920;no;alegre;tenue;no;no;no;minimalista
921;no;calmada;brillante;sí;no;no;moderno
922;sí;alegre;brillante;sí;no;no;industrial
923;no;alegre;tenue;no;sí;sí;rústico
924;no;calmada;cálida;sí;no;no;moderno
925;sí;sin música;cálida;no;sí;sí;moderno
926;sí;calmada;cálida;no;no;no;vintage
927;no;calmada;brillante;no;no;sí;moderno
928;sí;sin música;brillante;sí;sí;no;industrial
929;sí;alegre;tenue;sí;sí;no;artístico
930;no;alegre;brillante;no;sí;sí;artístico
931;sí;alegre;brillante;sí;sí;sí;moderno
932;sí;alegre;cálida;no;sí;sí;rústico
933;no;calmada;cálida;sí;sí;sí;industrial
934;no;alegre;tenue;sí;sí;no;rústico
935;sí;alegre;brillante;sí;sí;no;moderno
936;no;sin música;cálida;no;no;no;artístico
937;sí;calmada;tenue;no;sí;sí;minimalista
938;no;sin música;cálida;no;no;sí;industrial
939;no;calmada;cálida;no;sí;sí;minimalista
940;no;calmada;brillante;sí;sí;no;rústico
941;no;alegre;cálida;sí;sí;no;moderno
942;sí;sin música;brillante;no;no;sí;artístico
943;sí;calmada;cálida;sí;sí;sí;vintage
944;sí;calmada;brillante;sí;no;sí;artístico
945;no;calmada;tenue;sí;no;no;vintage
946;sí;calmada;brillante;no;sí;no;artístico
947;sí;sin música;tenue;no;sí;no;rústico
948;sí;calmada;cálida;sí;no;no;minimalista
949;sí;alegre;brillante;sí;sí;no;industrial
950;no;calmada;brillante;no;sí;no;rústico
951;no;sin música;brillante;sí;no;no;industrial
952;sí;sin música;brillante;sí;sí;sí;artístico
953;no;calmada;brillante;no;no;no;rústico
954;sí;sin música;brillante;no;no;sí;moderno
955;sí;calmada;tenue;no;sí;sí;minimalista
956;no;sin música;cálida;no;sí;sí;minimalista
957;sí;sin música;tenue;sí;no;sí;artístico
958;no;sin música;cálida;no;no;sí;industrial
959;sí;alegre;brillante;sí;sí;no;minimalista
960;sí;calmada;cálida;sí;no;sí;vintage
961;no;alegre;tenue;sí;no;no;vintage
962;sí;sin música;brillante;sí;no;sí;vintage
963;no;calmada;cálida;sí;sí;no;industrial
964;sí;sin música;tenue;no;no;sí;artístico
965;sí;sin música;brillante;no;no;no;artístico
966;sí;sin música;tenue;sí;sí;no;rústico
967;sí;calmada;brillante;sí;no;no;industrial
968;sí;calmada;tenue;no;no;sí;vintage
969;sí;calmada;tenue;sí;sí;sí;minimalista
970;no;alegre;brillante;sí;no;no;artístico
971;sí;calmada;brillante;sí;no;no;vintage
972;sí;sin música;brillante;sí;sí;no;moderno
973;no;alegre;brillante;sí;sí;no;vintage
974;sí;calmada;cálida;no;no;no;rústico
975;sí;calmada;brillante;sí;sí;sí;rústico
976;no;alegre;brillante;sí;no;sí;artístico
977;sí;sin música;cálida;no;sí;sí;moderno
978;no;alegre;tenue;no;sí;no;vintage
979;sí;calmada;tenue;sí;no;no;industrial
980;sí;alegre;tenue;sí;no;sí;rústico
981;sí;calmada;brillante;sí;sí;sí;minimalista
982;sí;sin música;brillante;no;sí;no;artístico
983;no;alegre;tenue;no;sí;sí;industrial
984;no;sin música;cálida;sí;no;sí;vintage
985;sí;calmada;brillante;sí;sí;no;industrial
986;sí;alegre;brillante;sí;no;sí;artístico
987;sí;alegre;cálida;no;sí;no;artístico
988;sí;calmada;tenue;sí;sí;sí;minimalista
989;sí;calmada;tenue;sí;sí;no;industrial
990;sí;alegre;tenue;no;sí;sí;artístico
991;sí;alegre;cálida;sí;sí;no;rústico
992;no;sin música;tenue;no;no;no;artístico
993;no;calmada;cálida;sí;sí;no;artístico
994;sí;sin música;tenue;sí;no;sí;moderno
995;no;calmada;tenue;no;no;sí;minimalista
996;no;alegre;cálida;no;sí;no;moderno
997;sí;calmada;tenue;no;no;sí;artístico
998;sí;alegre;cálida;no;sí;sí;rústico
999;no;calmada;tenue;no;sí;no;artístico
1000;sí;alegre;cálida;sí;no;no;moderno
1001;sí;alegre;tenue;sí;no;no;vintage
1002;sí;calmada;cálida;no;no;no;minimalista
1003;no;alegre;brillante;no;sí;no;artístico
1004;sí;sin música;brillante;sí;sí;sí;rústico
1005;no;calmada;brillante;sí;sí;sí;moderno
1006;sí;sin música;cálida;sí;no;sí;vintage
1007;no;sin música;cálida;no;sí;no;vintage
1008;no;sin música;cálida;sí;no;no;moderno
1009;no;calmada;cálida;sí;sí;sí;rústico
1010;sí;alegre;brillante;no;sí;no;moderno
1011;no;alegre;brillante;no;no;no;industrial
1012;no;sin música;tenue;no;sí;no;minimalista
1013;sí;calmada;cálida;no;no;no;vintage
1014;no;sin música;brillante;sí;sí;sí;vintage
1015;no;calmada;tenue;sí;no;no;minimalista
1016;sí;alegre;brillante;sí;no;sí;vintage
1017;no;alegre;cálida;sí;no;no;artístico
1018;no;sin música;cálida;no;no;no;minimalista
1019;sí;sin música;cálida;sí;no;sí;moderno
1020;sí;sin música;brillante;sí;sí;no;industrial
1021;sí;sin música;cálida;no;no;no;vintage
1022;no;alegre;tenue;sí;no;no;artístico
1023;no;alegre;tenue;sí;no;no;industrial
1024;no;alegre;tenue;no;no;sí;rústico
1025;no;alegre;brillante;no;sí;sí;rústico
1026;no;sin música;brillante;sí;sí;no;minimalista
1027;no;alegre;tenue;no;sí;no;artístico
1028;no;alegre;cálida;sí;sí;no;industrial
1029;sí;calmada;brillante;sí;no;sí;moderno
1030;no;calmada;cálida;no;sí;no;rústico
1031;no;calmada;cálida;no;sí;sí;minimalista
1032;sí;alegre;cálida;sí;sí;sí;vintage
1033;no;calmada;brillante;sí;no;no;minimalista
1034;sí;sin música;brillante;sí;sí;no;moderno
1035;sí;calmada;brillante;no;sí;no;artístico
1036;sí;alegre;brillante;no;no;sí;artístico
1037;no;alegre;cálida;sí;sí;sí;vintage
1038;no;calmada;tenue;sí;sí;sí;minimalista
1039;sí;sin música;cálida;no;no;sí;vintage
1040;sí;alegre;brillante;sí;sí;sí;industrial
1041;no;sin música;cálida;no;no;sí;minimalista
1042;sí;calmada;cálida;no;no;sí;rústico
1043;sí;sin música;brillante;sí;sí;no;artístico
1044;no;alegre;tenue;no;no;sí;vintage
1045;no;calmada;tenue;sí;sí;sí;industrial
1046;no;alegre;brillante;no;no;no;vintage
1047;sí;alegre;cálida;sí;sí;sí;artístico
1048;no;alegre;brillante;sí;sí;sí;moderno
1049;sí;sin música;tenue;no;no;sí;artístico
1050;sí;calmada;tenue;sí;sí;no;industrial
1051;sí;alegre;tenue;no;no;sí;artístico
1052;no;alegre;cálida;no;sí;no;moderno
1053;no;calmada;tenue;sí;no;no;vintage
1054;no;sin música;brillante;no;sí;no;vintage
1055;sí;calmada;brillante;no;sí;no;moderno
1056;sí;sin música;cálida;sí;sí;no;industrial
1057;no;alegre;tenue;no;no;sí;moderno
1058;no;sin música;brillante;sí;no;no;moderno
1059;sí;calmada;tenue;no;no;no;minimalista
1060;no;alegre;cálida;no;sí;sí;artístico
1061;sí;sin música;tenue;sí;no;no;industrial
1062;no;sin música;tenue;no;no;sí;minimalista
1063;no;alegre;brillante;no;sí;no;vintage
1064;no;sin música;tenue;sí;no;no;industrial
1065;no;calmada;tenue;no;no;sí;moderno
1066;sí;sin música;cálida;no;sí;sí;artístico
1067;sí;alegre;tenue;no;no;sí;vintage
1068;no;sin música;brillante;sí;no;no;industrial
1069;no;calmada;brillante;no;no;sí;moderno
1070;no;sin música;cálida;no;no;sí;rústico
1071;sí;sin música;tenue;sí;no;no;minimalista
1072;sí;calmada;cálida;sí;no;sí;rústico
1073;no;sin música;tenue;sí;no;sí;artístico
1074;no;alegre;brillante;no;sí;sí;moderno
1075;no;sin música;tenue;sí;no;sí;rústico
1076;sí;sin música;brillante;no;sí;sí;industrial
1077;sí;calmada;cálida;sí;no;sí;industrial
1078;sí;calmada;tenue;no;no;sí;moderno
1079;no;alegre;tenue;no;no;sí;minimalista
1080;no;alegre;brillante;no;sí;no;industrial
1081;no;sin música;tenue;sí;no;sí;rústico
1082;no;alegre;tenue;sí;no;no;artístico
1083;sí;alegre;tenue;sí;sí;sí;moderno
1084;sí;sin música;cálida;sí;sí;no;minimalista
1085;sí;sin música;tenue;no;sí;no;industrial
1086;no;sin música;tenue;no;no;sí;vintage
1087;no;sin música;cálida;no;sí;sí;rústico
1088;sí;calmada;cálida;sí;sí;no;moderno
1089;sí;sin música;tenue;no;no;no;industrial
1090;sí;alegre;cálida;no;no;no;vintage
1091;no;sin música;brillante;no;no;sí;minimalista
1092;no;alegre;tenue;no;no;no;minimalista
1093;sí;calmada;tenue;sí;sí;no;moderno
1094;no;alegre;tenue;sí;no;sí;moderno
1095;sí;calmada;cálida;no;sí;no;rústico
1096;sí;calmada;tenue;sí;sí;sí;minimalista
1097;sí;calmada;brillante;no;no;no;moderno
1098;sí;alegre;brillante;no;sí;sí;minimalista
1099;sí;calmada;cálida;no;no;sí;moderno
1100;sí;calmada;tenue;no;no;no;minimalista
1101;sí;sin música;brillante;no;no;no;moderno
1102;sí;alegre;cálida;no;sí;no;rústico
1103;sí;calmada;cálida;no;sí;sí;industrial
1104;no;alegre;cálida;sí;sí;sí;minimalista
1105;no;sin música;brillante;sí;no;sí;rústico
1106;sí;calmada;cálida;sí;sí;sí;artístico
1107;no;sin música;tenue;no;sí;sí;rústico
1108;sí;alegre;brillante;sí;sí;no;artístico
1109;sí;alegre;cálida;no;sí;no;minimalista
1110;sí;alegre;cálida;sí;no;no;rústico
1111;sí;calmada;cálida;sí;sí;sí;minimalista
1112;no;alegre;brillante;sí;no;sí;industrial
1113;no;calmada;tenue;sí;no;no;vintage
1114;sí;alegre;tenue;sí;no;no;moderno
1115;sí;sin música;tenue;sí;no;no;minimalista
1116;no;alegre;tenue;sí;no;sí;moderno
1117;no;sin música;cálida;no;no;sí;industrial
1118;sí;alegre;cálida;sí;sí;sí;vintage
1119;sí;alegre;cálida;no;sí;sí;industrial
1120;no;alegre;tenue;sí;no;no;minimalista
1121;no;calmada;brillante;no;no;no;vintage
1122;no;calmada;brillante;no;no;no;artístico
1123;no;sin música;cálida;sí;no;sí;rústico
1124;no;alegre;brillante;no;sí;no;minimalista
1125;no;alegre;cálida;sí;sí;no;industrial
1126;sí;sin música;cálida;sí;sí;no;industrial
1127;no;alegre;brillante;sí;no;sí;rústico
1128;no;sin música;tenue;no;no;sí;rústico
1129;no;calmada;cálida;no;no;sí;vintage
1130;no;alegre;brillante;sí;sí;no;vintage
1131;sí;sin música;tenue;no;sí;no;rústico
1132;sí;alegre;brillante;no;no;sí;rústico
1133;sí;alegre;brillante;no;sí;no;minimalista
1134;no;calmada;brillante;sí;sí;sí;artístico
1135;sí;alegre;cálida;sí;no;sí;artístico
1136;no;alegre;cálida;sí;no;sí;rústico
1137;sí;alegre;cálida;sí;no;no;vintage
1138;no;alegre;cálida;no;sí;no;rústico
1139;sí;sin música;brillante;no;no;no;artístico
1140;sí;sin música;brillante;no;sí;no;industrial
1141;no;alegre;cálida;no;sí;no;minimalista
1142;sí;alegre;tenue;sí;sí;sí;industrial
1143;sí;sin música;brillante;sí;sí;sí;industrial
