id_cafeterias_productos;cafeteria_id;producto_id;categoria
2571;515;340;medio
2572;515;331;medio
2573;515;190;medio
2574;515;381;medio
2575;515;52;medio
2576;516;279;medio
2577;516;330;medio
2578;516;132;medio
2579;516;42;medio
2580;516;307;medio
2581;517;30;caro
2582;517;211;caro
2583;517;377;caro
2584;517;332;caro
2585;517;104;caro
2586;518;102;barato
2587;518;170;barato
2588;518;153;barato
2589;518;349;barato
2590;518;296;barato
2591;519;288;barato
2592;519;96;barato
2593;519;32;barato
2594;519;166;barato
2595;519;91;barato
2596;520;113;caro
2597;520;37;caro
2598;520;363;caro
2599;520;195;caro
2600;520;118;caro
2601;521;303;caro
2602;521;383;caro
2603;521;271;caro
2604;521;12;caro
2605;521;104;caro
2606;522;241;barato
2607;522;178;barato
2608;522;296;barato
2609;522;91;barato
2610;522;274;barato
2611;523;376;barato
2612;523;305;barato
2613;523;29;barato
2614;523;41;barato
2615;523;212;barato
2616;524;134;barato
2617;524;305;barato
2618;524;354;barato
2619;524;4;barato
2620;524;259;barato
2621;525;308;medio
2622;525;323;medio
2623;525;360;medio
2624;525;189;medio
2625;525;194;medio
2626;526;373;barato
2627;526;43;barato
2628;526;213;barato
2629;526;79;barato
2630;526;364;barato
2631;527;344;medio
2632;527;345;medio
2633;527;340;medio
2634;527;124;medio
2635;527;323;medio
2636;528;214;caro
2637;528;39;caro
2638;528;2;caro
2639;528;342;caro
2640;528;45;caro
2641;529;364;barato
2642;529;288;barato
2643;529;376;barato
2644;529;347;barato
2645;529;203;barato
2646;530;167;barato
2647;530;136;barato
2648;530;25;barato
2649;530;36;barato
2650;530;176;barato
2651;531;222;barato
2652;531;365;barato
2653;531;223;barato
2654;531;376;barato
2655;531;250;barato
2656;532;24;medio
2657;532;278;medio
2658;532;381;medio
2659;532;391;medio
2660;532;251;medio
2661;533;281;medio
2662;533;185;medio
2663;533;116;medio
2664;533;323;medio
2665;533;308;medio
2666;534;224;barato
2667;534;198;barato
2668;534;210;barato
2669;534;317;barato
2670;534;186;barato
2671;535;196;medio
2672;535;226;medio
2673;535;389;medio
2674;535;42;medio
2675;535;3;medio
2676;536;283;barato
2677;536;155;barato
2678;536;368;barato
2679;536;141;barato
2680;536;158;barato
2681;537;279;medio
2682;537;132;medio
2683;537;322;medio
2684;537;361;medio
2685;537;389;medio
2686;538;248;caro
2687;538;314;caro
2688;538;311;caro
2689;538;383;caro
2690;538;17;caro
2691;539;119;caro
2692;539;73;caro
2693;539;39;caro
2694;539;225;caro
2695;539;14;caro
2696;540;280;medio
2697;540;19;medio
2698;540;281;medio
2699;540;137;medio
2700;540;379;medio
2701;541;332;caro
2702;541;326;caro
2703;541;265;caro
2704;541;61;caro
2705;541;248;caro
2706;542;1;medio
2707;542;228;medio
2708;542;42;medio
2709;542;339;medio
2710;542;293;medio
2711;543;104;caro
2712;543;383;caro
2713;543;380;caro
2714;543;5;caro
2715;543;225;caro
2716;544;130;caro
2717;544;121;caro
2718;544;149;caro
2719;544;237;caro
2720;544;17;caro
2721;545;151;medio
2722;545;261;medio
2723;545;97;medio
2724;545;132;medio
2725;545;196;medio
2726;546;130;caro
2727;546;209;caro
2728;546;214;caro
2729;546;6;caro
2730;546;82;caro
2731;547;48;medio
2732;547;60;medio
2733;547;255;medio
2734;547;168;medio
2735;547;333;medio
2736;548;214;caro
2737;548;104;caro
2738;548;377;caro
2739;548;17;caro
2740;548;39;caro
2741;549;370;caro
2742;549;327;caro
2743;549;271;caro
2744;549;54;caro
2745;549;82;caro
2746;550;359;barato
2747;550;388;barato
2748;550;259;barato
2749;550;296;barato
2750;550;274;barato
2751;551;154;barato
2752;551;152;barato
2753;551;99;barato
2754;551;153;barato
2755;551;23;barato
2756;552;389;medio
2757;552;398;medio
2758;552;33;medio
2759;552;42;medio
2760;552;336;medio
2761;553;121;caro
2762;553;2;caro
2763;553;351;caro
2764;553;76;caro
2765;553;301;caro
2766;554;100;barato
2767;554;359;barato
2768;554;328;barato
2769;554;364;barato
2770;554;235;barato
2771;555;311;caro
2772;555;14;caro
2773;555;237;caro
2774;555;61;caro
2775;555;2;caro
2776;556;43;barato
2777;556;202;barato
2778;556;67;barato
2779;556;364;barato
2780;556;217;barato
2781;557;30;caro
2782;557;54;caro
2783;557;39;caro
2784;557;209;caro
2785;557;8;caro
2786;558;243;barato
2787;558;51;barato
2788;558;59;barato
2789;558;141;barato
2790;558;83;barato
2791;559;260;caro
2792;559;209;caro
2793;559;237;caro
2794;559;14;caro
2795;559;163;caro
2796;560;163;caro
2797;560;80;caro
2798;560;260;caro
2799;560;248;caro
2800;560;327;caro
2801;561;356;caro
2802;561;118;caro
2803;561;380;caro
2804;561;8;caro
2805;561;351;caro
2806;562;271;caro
2807;562;72;caro
2808;562;342;caro
2809;562;384;caro
2810;562;104;caro
2811;563;367;caro
2812;563;149;caro
2813;563;383;caro
2814;563;386;caro
2815;563;118;caro
2816;564;180;medio
2817;564;137;medio
2818;564;293;medio
2819;564;89;medio
2820;564;333;medio
2821;565;242;barato
2822;565;227;barato
2823;565;147;barato
2824;565;59;barato
2825;565;297;barato
2826;566;78;medio
2827;566;335;medio
2828;566;331;medio
2829;566;345;medio
2830;566;398;medio
2831;567;80;caro
2832;567;14;caro
2833;567;362;caro
2834;567;314;caro
2835;567;380;caro
2836;568;42;medio
2837;568;279;medio
2838;568;334;medio
2839;568;247;medio
2840;568;322;medio
2841;569;54;caro
2842;569;385;caro
2843;569;6;caro
2844;569;82;caro
2845;569;14;caro
2846;570;317;barato
2847;570;142;barato
2848;570;182;barato
2849;570;32;barato
2850;570;133;barato
2851;571;190;medio
2852;571;280;medio
2853;571;193;medio
2854;571;391;medio
2855;571;53;medio
2856;572;122;medio
2857;572;190;medio
2858;572;340;medio
2859;572;47;medio
2860;572;334;medio
2861;573;322;medio
2862;573;239;medio
2863;573;94;medio
2864;573;19;medio
2865;573;293;medio
2866;574;12;caro
2867;574;73;caro
2868;574;363;caro
2869;574;356;caro
2870;574;39;caro
2871;575;213;barato
2872;575;36;barato
2873;575;110;barato
2874;575;210;barato
2875;575;296;barato
2876;576;363;caro
2877;576;113;caro
2878;576;303;caro
2879;576;356;caro
2880;576;370;caro
2881;577;9;barato
2882;577;348;barato
2883;577;257;barato
2884;577;286;barato
2885;577;243;barato
2886;578;319;barato
2887;578;59;barato
2888;578;32;barato
2889;578;38;barato
2890;578;99;barato
2891;579;264;caro
2892;579;5;caro
2893;579;39;caro
2894;579;311;caro
2895;579;386;caro
2896;580;237;caro
2897;580;123;caro
2898;580;390;caro
2899;580;351;caro
2900;580;225;caro
2901;581;361;medio
2902;581;333;medio
2903;581;151;medio
2904;581;216;medio
2905;581;131;medio
2906;582;126;barato
2907;582;69;barato
2908;582;102;barato
2909;582;354;barato
2910;582;129;barato
2911;583;74;barato
2912;583;223;barato
2913;583;304;barato
2914;583;392;barato
2915;583;252;barato
2916;584;17;caro
2917;584;82;caro
2918;584;54;caro
2919;584;385;caro
2920;584;303;caro
2921;585;344;medio
2922;585;334;medio
2923;585;21;medio
2924;585;124;medio
2925;585;24;medio
2926;586;44;barato
2927;586;192;barato
2928;586;227;barato
2929;586;158;barato
2930;586;376;barato
2931;587;159;barato
2932;587;175;barato
2933;587;162;barato
2934;587;256;barato
2935;587;170;barato
2936;588;225;caro
2937;588;265;caro
2938;588;390;caro
2939;588;123;caro
2940;588;351;caro
2941;589;381;medio
2942;589;293;medio
2943;589;345;medio
2944;589;344;medio
2945;589;77;medio
2946;590;75;barato
2947;590;274;barato
2948;590;270;barato
2949;590;41;barato
2950;590;84;barato
2951;591;82;caro
2952;591;76;caro
2953;591;377;caro
2954;591;370;caro
2955;591;130;caro
2956;592;378;caro
2957;592;367;caro
2958;592;326;caro
2959;592;2;caro
2960;592;45;caro
2961;593;128;medio
2962;593;122;medio
2963;593;185;medio
2964;593;168;medio
2965;593;65;medio
2966;594;316;medio
2967;594;335;medio
2968;594;382;medio
2969;594;70;medio
2970;594;151;medio
2971;595;389;medio
2972;595;35;medio
2973;595;78;medio
2974;595;151;medio
2975;595;156;medio
2976;596;163;caro
2977;596;314;caro
2978;596;113;caro
2979;596;211;caro
2980;596;362;caro
2981;597;371;barato
2982;597;106;barato
2983;597;38;barato
2984;597;284;barato
2985;597;68;barato
2986;598;120;medio
2987;598;360;medio
2988;598;344;medio
2989;598;268;medio
2990;598;324;medio
2991;599;39;caro
2992;599;54;caro
2993;599;37;caro
2994;599;61;caro
2995;599;104;caro
2996;600;29;barato
2997;600;158;barato
2998;600;87;barato
2999;600;202;barato
3000;600;56;barato
3001;601;156;medio
3002;601;379;medio
3003;601;219;medio
3004;601;131;medio
3005;601;280;medio
3006;602;225;caro
3007;602;64;caro
3008;602;231;caro
3009;602;149;caro
3010;602;362;caro
3011;603;390;caro
3012;603;6;caro
3013;603;5;caro
3014;603;327;caro
3015;603;54;caro
3016;604;67;barato
3017;604;317;barato
3018;604;173;barato
3019;604;23;barato
3020;604;40;barato
3021;605;78;medio
3022;605;77;medio
3023;605;92;medio
3024;605;57;medio
3025;605;279;medio
3026;606;213;barato
3027;606;9;barato
3028;606;257;barato
3029;606;150;barato
3030;606;222;barato
3031;607;289;caro
3032;607;123;caro
3033;607;367;caro
3034;607;383;caro
3035;607;76;caro
3036;608;281;medio
3037;608;238;medio
3038;608;57;medio
3039;608;307;medio
3040;608;308;medio
3041;609;217;barato
3042;609;9;barato
3043;609;359;barato
3044;609;305;barato
3045;609;79;barato
3046;610;350;barato
3047;610;125;barato
3048;610;217;barato
3049;610;395;barato
3050;610;299;barato
3051;611;252;barato
3052;611;213;barato
3053;611;85;barato
3054;611;218;barato
3055;611;183;barato
3056;612;242;barato
3057;612;233;barato
3058;612;299;barato
3059;612;154;barato
3060;612;161;barato
3061;613;364;barato
3062;613;297;barato
3063;613;218;barato
3064;613;250;barato
3065;613;29;barato
3066;614;227;barato
3067;614;218;barato
3068;614;75;barato
3069;614;299;barato
3070;614;183;barato
3071;615;168;medio
3072;615;116;medio
3073;615;128;medio
3074;615;280;medio
3075;615;101;medio
3076;616;101;medio
3077;616;336;medio
3078;616;180;medio
3079;616;226;medio
3080;616;400;medio
3081;617;8;caro
3082;617;73;caro
3083;617;163;caro
3084;617;104;caro
3085;617;356;caro
3086;618;242;barato
3087;618;166;barato
3088;618;144;barato
3089;618;395;barato
3090;618;328;barato
3091;619;53;medio
3092;619;261;medio
3093;619;21;medio
3094;619;333;medio
3095;619;331;medio
3096;620;300;medio
3097;620;89;medio
3098;620;238;medio
3099;620;116;medio
3100;620;131;medio
3101;621;66;barato
3102;621;154;barato
3103;621;170;barato
3104;621;158;barato
3105;621;355;barato
3106;622;135;medio
3107;622;251;medio
3108;622;389;medio
3109;622;399;medio
3110;622;94;medio
3111;623;348;barato
3112;623;249;barato
3113;623;252;barato
3114;623;38;barato
3115;623;373;barato
3116;624;235;barato
3117;624;32;barato
3118;624;291;barato
3119;624;217;barato
3120;624;198;barato
3121;625;249;barato
3122;625;84;barato
3123;625;355;barato
3124;625;38;barato
3125;625;243;barato
3126;626;52;medio
3127;626;323;medio
3128;626;219;medio
3129;626;360;medio
3130;626;238;medio
3131;627;29;barato
3132;627;176;barato
3133;627;147;barato
3134;627;350;barato
3135;627;320;barato
3136;628;279;medio
3137;628;185;medio
3138;628;190;medio
3139;628;60;medio
3140;628;124;medio
3141;629;302;barato
3142;629;387;barato
3143;629;75;barato
3144;629;136;barato
3145;629;317;barato
3146;630;123;caro
3147;630;12;caro
3148;630;356;caro
3149;630;386;caro
3150;630;231;caro
3151;631;151;medio
3152;631;335;medio
3153;631;400;medio
3154;631;122;medio
3155;631;345;medio
3156;632;328;barato
3157;632;270;barato
3158;632;350;barato
3159;632;85;barato
3160;632;142;barato
3161;633;59;barato
3162;633;178;barato
3163;633;110;barato
3164;633;79;barato
3165;633;173;barato
3166;634;12;caro
3167;634;248;caro
3168;634;214;caro
3169;634;113;caro
3170;634;8;caro
3171;635;74;barato
3172;635;69;barato
3173;635;320;barato
3174;635;357;barato
3175;635;164;barato
3176;636;350;barato
3177;636;91;barato
3178;636;243;barato
3179;636;96;barato
3180;636;213;barato
3181;637;179;barato
3182;637;114;barato
3183;637;161;barato
3184;637;84;barato
3185;637;96;barato
3186;638;386;caro
3187;638;12;caro
3188;638;370;caro
3189;638;301;caro
3190;638;149;caro
3191;639;118;caro
3192;639;76;caro
3193;639;265;caro
3194;639;163;caro
3195;639;30;caro
3196;640;381;medio
3197;640;184;medio
3198;640;138;medio
3199;640;189;medio
3200;640;325;medio
3201;641;35;medio
3202;641;70;medio
3203;641;282;medio
3204;641;325;medio
3205;641;122;medio
3206;642;78;medio
3207;642;205;medio
3208;642;71;medio
3209;642;282;medio
3210;642;57;medio
3211;643;294;barato
3212;643;178;barato
3213;643;110;barato
3214;643;283;barato
3215;643;376;barato
3216;644;303;caro
3217;644;225;caro
3218;644;311;caro
3219;644;8;caro
3220;644;121;caro
3221;645;239;medio
3222;645;246;medio
3223;645;340;medio
3224;645;77;medio
3225;645;132;medio
3226;646;118;caro
3227;646;265;caro
3228;646;12;caro
3229;646;390;caro
3230;646;311;caro
3231;647;190;medio
3232;647;352;medio
3233;647;151;medio
3234;647;189;medio
3235;647;95;medio
3236;648;114;barato
3237;648;221;barato
3238;648;250;barato
3239;648;133;barato
3240;648;155;barato
3241;649;150;barato
3242;649;355;barato
3243;649;160;barato
3244;649;274;barato
3245;649;144;barato
3246;650;121;caro
3247;650;338;caro
3248;650;195;caro
3249;650;301;caro
3250;650;342;caro
3251;651;155;barato
3252;651;387;barato
3253;651;112;barato
3254;651;320;barato
3255;651;146;barato
3256;652;288;barato
3257;652;20;barato
3258;652;227;barato
3259;652;84;barato
3260;652;112;barato
3261;653;290;barato
3262;653;9;barato
3263;653;241;barato
3264;653;56;barato
3265;653;74;barato
3266;654;344;medio
3267;654;295;medio
3268;654;35;medio
3269;654;205;medio
3270;654;92;medio
3271;655;364;barato
3272;655;250;barato
3273;655;256;barato
3274;655;354;barato
3275;655;222;barato
3276;656;311;caro
3277;656;327;caro
3278;656;5;caro
3279;656;64;caro
3280;656;231;caro
3281;657;184;medio
3282;657;276;medio
3283;657;131;medio
3284;657;216;medio
3285;657;53;medio
3286;658;133;barato
3287;658;320;barato
3288;658;114;barato
3289;658;91;barato
3290;658;299;barato
3291;659;172;medio
3292;659;1;medio
3293;659;343;medio
3294;659;137;medio
3295;659;205;medio
3296;660;291;barato
3297;660;320;barato
3298;660;56;barato
3299;660;254;barato
3300;660;83;barato
3301;661;150;barato
3302;661;69;barato
3303;661;373;barato
3304;661;20;barato
3305;661;154;barato
3306;662;56;barato
3307;662;304;barato
3308;662;183;barato
3309;662;43;barato
3310;662;155;barato
3311;663;379;medio
3312;663;55;medio
3313;663;337;medio
3314;663;138;medio
3315;663;336;medio
3316;664;332;caro
3317;664;2;caro
3318;664;30;caro
3319;664;301;caro
3320;664;303;caro
3321;665;326;caro
3322;665;327;caro
3323;665;383;caro
3324;665;123;caro
3325;665;271;caro
3326;666;214;caro
3327;666;303;caro
3328;666;342;caro
3329;666;80;caro
3330;666;377;caro
3331;667;219;medio
3332;667;391;medio
3333;667;172;medio
3334;667;93;medio
3335;667;65;medio
3336;668;343;medio
3337;668;3;medio
3338;668;325;medio
3339;668;399;medio
3340;668;308;medio
3341;669;119;caro
3342;669;214;caro
3343;669;338;caro
3344;669;346;caro
3345;669;383;caro
3346;670;12;caro
3347;670;72;caro
3348;670;260;caro
3349;670;384;caro
3350;670;346;caro
3351;671;126;barato
3352;671;317;barato
3353;671;79;barato
3354;671;218;barato
3355;671;241;barato
3356;672;390;caro
3357;672;362;caro
3358;672;384;caro
3359;672;2;caro
3360;672;119;caro
3361;673;138;medio
3362;673;216;medio
3363;673;122;medio
3364;673;65;medio
3365;673;261;medio
3366;674;398;medio
3367;674;331;medio
3368;674;239;medio
3369;674;132;medio
3370;674;300;medio
3371;675;23;barato
3372;675;62;barato
3373;675;162;barato
3374;675;270;barato
3375;675;129;barato
3376;676;156;medio
3377;676;89;medio
3378;676;42;medio
3379;676;196;medio
3380;676;360;medio
3381;677;142;barato
3382;677;313;barato
3383;677;23;barato
3384;677;202;barato
3385;677;364;barato
3386;678;308;medio
3387;678;151;medio
3388;678;276;medio
3389;678;89;medio
3390;678;360;medio
3391;679;328;barato
3392;679;217;barato
3393;679;126;barato
3394;679;171;barato
3395;679;41;barato
3396;680;164;barato
3397;680;170;barato
3398;680;355;barato
3399;680;162;barato
3400;680;63;barato
3401;681;363;caro
3402;681;113;caro
3403;681;314;caro
3404;681;209;caro
3405;681;377;caro
3406;682;138;medio
3407;682;116;medio
3408;682;33;medio
3409;682;190;medio
3410;682;208;medio
3411;683;242;barato
3412;683;74;barato
3413;683;171;barato
3414;683;182;barato
3415;683;106;barato
3416;684;295;medio
3417;684;226;medio
3418;684;219;medio
3419;684;324;medio
3420;684;55;medio
3421;685;165;caro
3422;685;301;caro
3423;685;149;caro
3424;685;314;caro
3425;685;214;caro
3426;686;373;barato
3427;686;283;barato
3428;686;106;barato
3429;686;36;barato
3430;686;157;barato
3431;687;247;medio
3432;687;185;medio
3433;687;196;medio
3434;687;101;medio
3435;687;53;medio
3436;688;315;barato
3437;688;182;barato
3438;688;297;barato
3439;688;51;barato
3440;688;221;barato
3441;689;54;caro
3442;689;12;caro
3443;689;2;caro
3444;689;30;caro
3445;689;367;caro
3446;690;131;medio
3447;690;205;medio
3448;690;151;medio
3449;690;255;medio
3450;690;280;medio
3451;691;195;caro
3452;691;237;caro
3453;691;271;caro
3454;691;163;caro
3455;691;363;caro
3456;692;322;medio
3457;692;247;medio
3458;692;300;medio
3459;692;382;medio
3460;692;344;medio
3461;693;45;caro
3462;693;214;caro
3463;693;342;caro
3464;693;82;caro
3465;693;195;caro
3466;694;219;medio
3467;694;35;medio
3468;694;53;medio
3469;694;132;medio
3470;694;101;medio
3471;695;288;barato
3472;695;167;barato
3473;695;112;barato
3474;695;235;barato
3475;695;223;barato
3476;696;345;medio
3477;696;70;medio
3478;696;196;medio
3479;696;279;medio
3480;696;55;medio
3481;697;195;caro
3482;697;264;caro
3483;697;377;caro
3484;697;225;caro
3485;697;351;caro
3486;698;216;medio
3487;698;92;medio
3488;698;94;medio
3489;698;53;medio
3490;698;352;medio
3491;699;257;barato
3492;699;179;barato
3493;699;96;barato
3494;699;99;barato
3495;699;164;barato
3496;700;65;medio
3497;700;122;medio
3498;700;95;medio
3499;700;189;medio
3500;700;334;medio
3501;701;386;caro
3502;701;385;caro
3503;701;119;caro
3504;701;73;caro
3505;701;121;caro
3506;702;249;barato
3507;702;347;barato
3508;702;106;barato
3509;702;175;barato
3510;702;11;barato
3511;703;89;medio
3512;703;333;medio
3513;703;228;medio
3514;703;93;medio
3515;703;279;medio
3516;704;123;caro
3517;704;289;caro
3518;704;301;caro
3519;704;326;caro
3520;704;45;caro
3521;705;55;medio
3522;705;132;medio
3523;705;92;medio
3524;705;35;medio
3525;705;279;medio
3526;706;151;medio
3527;706;361;medio
3528;706;93;medio
3529;706;375;medio
3530;706;156;medio
3531;707;290;barato
3532;707;227;barato
3533;707;110;barato
3534;707;136;barato
3535;707;371;barato
3536;708;380;caro
3537;708;17;caro
3538;708;370;caro
3539;708;390;caro
3540;708;104;caro
3541;709;53;medio
3542;709;193;medio
3543;709;324;medio
3544;709;343;medio
3545;709;340;medio
3546;710;195;caro
3547;710;248;caro
3548;710;380;caro
3549;710;119;caro
3550;710;363;caro
3551;711;17;caro
3552;711;384;caro
3553;711;12;caro
3554;711;195;caro
3555;711;248;caro
3556;712;210;barato
3557;712;297;barato
3558;712;178;barato
3559;712;161;barato
3560;712;68;barato
3561;713;30;caro
3562;713;195;caro
3563;713;165;caro
3564;713;214;caro
3565;713;225;caro
3566;714;123;caro
3567;714;225;caro
3568;714;362;caro
3569;714;390;caro
3570;714;2;caro
3571;715;227;barato
3572;715;4;barato
3573;715;25;barato
3574;715;304;barato
3575;715;85;barato
3576;716;242;barato
3577;716;32;barato
3578;716;212;barato
3579;716;328;barato
3580;716;259;barato
3581;717;278;medio
3582;717;156;medio
3583;717;276;medio
3584;717;33;medio
3585;717;168;medio
3586;718;91;barato
3587;718;175;barato
3588;718;218;barato
3589;718;256;barato
3590;718;243;barato
3591;719;337;medio
3592;719;71;medio
3593;719;55;medio
3594;719;279;medio
3595;719;238;medio
3596;720;158;barato
3597;720;233;barato
3598;720;150;barato
3599;720;371;barato
3600;720;40;barato
3601;721;212;barato
3602;721;126;barato
3603;721;141;barato
3604;721;41;barato
3605;721;348;barato
3606;722;367;caro
3607;722;377;caro
3608;722;123;caro
3609;722;82;caro
3610;722;265;caro
3611;723;55;medio
3612;723;124;medio
3613;723;185;medio
3614;723;398;medio
3615;723;95;medio
3616;724;116;medio
3617;724;122;medio
3618;724;398;medio
3619;724;234;medio
3620;724;219;medio
3621;725;195;caro
3622;725;118;caro
3623;725;383;caro
3624;725;123;caro
3625;725;30;caro
3626;726;185;medio
3627;726;156;medio
3628;726;47;medio
3629;726;280;medio
3630;726;307;medio
3631;727;289;caro
3632;727;119;caro
3633;727;363;caro
3634;727;231;caro
3635;727;130;caro
3636;728;315;barato
3637;728;11;barato
3638;728;179;barato
3639;728;252;barato
3640;728;155;barato
3641;729;363;caro
3642;729;383;caro
3643;729;380;caro
3644;729;326;caro
3645;729;301;caro
3646;730;385;caro
3647;730;12;caro
3648;730;121;caro
3649;730;378;caro
3650;730;82;caro
3651;731;264;caro
3652;731;64;caro
3653;731;5;caro
3654;731;30;caro
3655;731;149;caro
3656;732;379;medio
3657;732;333;medio
3658;732;308;medio
3659;732;295;medio
3660;732;343;medio
3661;733;123;caro
3662;733;195;caro
3663;733;17;caro
3664;733;386;caro
3665;733;80;caro
3666;734;303;caro
3667;734;2;caro
3668;734;6;caro
3669;734;386;caro
3670;734;5;caro
3671;735;190;medio
3672;735;95;medio
3673;735;293;medio
3674;735;322;medio
3675;735;120;medio
3676;736;295;medio
3677;736;335;medio
3678;736;132;medio
3679;736;194;medio
3680;736;316;medio
3681;737;323;medio
3682;737;228;medio
3683;737;94;medio
3684;737;343;medio
3685;737;52;medio
3686;738;78;medio
3687;738;246;medio
3688;738;21;medio
3689;738;340;medio
3690;738;194;medio
3691;739;208;medio
3692;739;360;medio
3693;739;3;medio
3694;739;323;medio
3695;739;42;medio
3696;740;172;medio
3697;740;189;medio
3698;740;251;medio
3699;740;131;medio
3700;740;193;medio
3701;741;387;barato
3702;741;203;barato
3703;741;249;barato
3704;741;349;barato
3705;741;395;barato
3706;742;177;medio
3707;742;135;medio
3708;742;93;medio
3709;742;280;medio
3710;742;279;medio
3711;743;54;caro
3712;743;17;caro
3713;743;64;caro
3714;743;123;caro
3715;743;363;caro
3716;744;225;caro
3717;744;303;caro
3718;744;82;caro
3719;744;289;caro
3720;744;370;caro
3721;745;392;barato
3722;745;173;barato
3723;745;155;barato
3724;745;161;barato
3725;745;212;barato
3726;746;311;caro
3727;746;332;caro
3728;746;303;caro
3729;746;385;caro
3730;746;82;caro
3731;747;165;caro
3732;747;271;caro
3733;747;383;caro
3734;747;363;caro
3735;747;39;caro
3736;748;78;medio
3737;748;128;medio
3738;748;255;medio
3739;748;343;medio
3740;748;278;medio
3741;749;195;caro
3742;749;303;caro
3743;749;363;caro
3744;749;2;caro
3745;749;82;caro
3746;750;269;caro
3747;750;2;caro
3748;750;64;caro
3749;750;76;caro
3750;750;342;caro
3751;751;155;barato
3752;751;254;barato
3753;751;212;barato
3754;751;44;barato
3755;751;32;barato
3756;752;195;caro
3757;752;311;caro
3758;752;326;caro
3759;752;289;caro
3760;752;2;caro
3761;753;269;caro
3762;753;363;caro
3763;753;271;caro
3764;753;54;caro
3765;753;380;caro
3766;754;271;caro
3767;754;338;caro
3768;754;351;caro
3769;754;225;caro
3770;754;30;caro
3771;755;290;barato
3772;755;69;barato
3773;755;133;barato
3774;755;176;barato
3775;755;233;barato
3776;756;94;medio
3777;756;282;medio
3778;756;122;medio
3779;756;137;medio
3780;756;172;medio
3781;757;359;barato
3782;757;23;barato
3783;757;182;barato
3784;757;392;barato
3785;757;136;barato
3786;758;144;barato
3787;758;296;barato
3788;758;259;barato
3789;758;290;barato
3790;758;250;barato
3791;759;71;medio
3792;759;137;medio
3793;759;339;medio
3794;759;48;medio
3795;759;261;medio
3796;760;345;medio
3797;760;156;medio
3798;760;124;medio
3799;760;174;medio
3800;760;24;medio
3801;761;190;medio
3802;761;352;medio
3803;761;101;medio
3804;761;185;medio
3805;761;33;medio
3806;762;74;barato
3807;762;299;barato
3808;762;224;barato
3809;762;358;barato
3810;762;56;barato
3811;763;62;barato
3812;763;79;barato
3813;763;388;barato
3814;763;150;barato
3815;763;38;barato
3816;764;345;medio
3817;764;185;medio
3818;764;330;medio
3819;764;177;medio
3820;764;261;medio
3821;765;74;barato
3822;765;241;barato
3823;765;182;barato
3824;765;302;barato
3825;765;162;barato
3826;766;391;medio
3827;766;307;medio
3828;766;3;medio
3829;766;400;medio
3830;766;239;medio
3831;767;348;barato
3832;767;218;barato
3833;767;179;barato
3834;767;157;barato
3835;767;166;barato
3836;768;55;medio
3837;768;322;medio
3838;768;382;medio
3839;768;281;medio
3840;768;391;medio
3841;769;147;barato
3842;769;87;barato
3843;769;91;barato
3844;769;242;barato
3845;769;102;barato
3846;770;260;caro
3847;770;225;caro
3848;770;384;caro
3849;770;118;caro
3850;770;363;caro
3851;771;284;barato
3852;771;9;barato
3853;771;87;barato
3854;771;212;barato
3855;771;175;barato
3856;772;101;medio
3857;772;174;medio
3858;772;122;medio
3859;772;335;medio
3860;772;81;medio
3861;773;134;barato
3862;773;241;barato
3863;773;286;barato
3864;773;25;barato
3865;773;44;barato
3866;774;345;medio
3867;774;339;medio
3868;774;219;medio
3869;774;340;medio
3870;774;57;medio
3871;775;251;medio
3872;775;325;medio
3873;775;196;medio
3874;775;399;medio
3875;775;65;medio
3876;776;286;barato
3877;776;313;barato
3878;776;365;barato
3879;776;198;barato
3880;776;150;barato
3881;777;93;medio
3882;777;60;medio
3883;777;156;medio
3884;777;124;medio
3885;777;216;medio
3886;778;310;barato
3887;778;355;barato
3888;778;267;barato
3889;778;319;barato
3890;778;290;barato
3891;779;202;barato
3892;779;274;barato
3893;779;96;barato
3894;779;63;barato
3895;779;347;barato
3896;780;42;medio
3897;780;261;medio
3898;780;48;medio
3899;780;92;medio
3900;780;135;medio
3901;781;21;medio
3902;781;53;medio
3903;781;78;medio
3904;781;81;medio
3905;781;131;medio
3906;782;2;caro
3907;782;82;caro
3908;782;163;caro
3909;782;5;caro
3910;782;390;caro
3911;783;12;caro
3912;783;264;caro
3913;783;301;caro
3914;783;363;caro
3915;783;248;caro
3916;784;291;barato
3917;784;249;barato
3918;784;305;barato
3919;784;153;barato
3920;784;96;barato
3921;785;172;medio
3922;785;1;medio
3923;785;19;medio
3924;785;238;medio
3925;785;71;medio
3926;786;121;caro
3927;786;390;caro
3928;786;271;caro
3929;786;356;caro
3930;786;14;caro
3931;787;234;medio
3932;787;238;medio
3933;787;307;medio
3934;787;340;medio
3935;787;343;medio
3936;788;357;barato
3937;788;67;barato
3938;788;317;barato
3939;788;157;barato
3940;788;99;barato
3941;789;30;caro
3942;789;6;caro
3943;789;269;caro
3944;789;271;caro
3945;789;385;caro
3946;790;142;barato
3947;790;302;barato
3948;790;357;barato
3949;790;84;barato
3950;790;250;barato
3951;791;219;medio
3952;791;292;medio
3953;791;379;medio
3954;791;60;medio
3955;791;344;medio
3956;792;52;medio
3957;792;3;medio
3958;792;190;medio
3959;792;324;medio
3960;792;234;medio
3961;793;8;caro
3962;793;119;caro
3963;793;72;caro
3964;793;37;caro
3965;793;123;caro
3966;794;190;medio
3967;794;278;medio
