cafeteria_id;hora_apertura;hora_cierre;dias_abre
698;13:00;15:00;Lunes-Sábado
699;20:00;21:00;Lunes-Domingo
700;05:00;06:00;Lunes-Sábado
701;01:00;07:00;Lunes-Viernes
702;17:00;18:00;Lunes-Sábado
703;11:00;12:00;Lunes-Sábado
704;17:00;18:00;Lunes-Domingo
705;20:00;24:00;Lunes-Viernes
706;17:00;22:00;Lunes-Domingo
707;05:00;07:00;Lunes-Sábado
708;18:00;23:00;Lunes-Viernes
709;19:00;24:00;Lunes-Sábado
710;15:00;16:00;Lunes-Viernes
711;13:00;16:00;Lunes-Viernes
712;13:00;14:00;Lunes-Sábado
713;14:00;17:00;Lunes-Viernes
714;06:00;07:00;Lunes-Domingo
715;03:00;07:00;Lunes-Sábado
716;09:00;12:00;Lunes-Viernes
717;15:00;16:00;Lunes-Domingo
718;13:00;15:00;Lunes-Domingo
719;10:00;11:00;Lunes-Sábado
720;22:00;24:00;Lunes-Sábado
721;09:00;10:00;Lunes-Domingo
722;04:00;06:00;Lunes-Viernes
723;13:00;17:00;Lunes-Sábado
724;13:00;15:00;Lunes-Domingo
725;16:00;17:00;Lunes-Viernes
726;06:00;07:00;Lunes-Sábado
727;09:00;10:00;Lunes-Viernes
728;07:00;08:00;Lunes-Sábado
729;09:00;10:00;Lunes-Sábado
730;19:00;21:00;Lunes-Domingo
731;14:00;17:00;Lunes-Viernes
732;02:00;05:00;Lunes-Domingo
733;02:00;07:00;Lunes-Sábado
734;10:00;12:00;Lunes-Domingo
735;09:00;12:00;Lunes-Viernes
736;04:00;05:00;Lunes-Domingo
737;09:00;12:00;Lunes-Domingo
738;09:00;12:00;Lunes-Domingo
739;10:00;12:00;Lunes-Sábado
740;12:00;14:00;Lunes-Sábado
741;10:00;12:00;Lunes-Domingo
742;01:00;04:00;Lunes-Sábado
743;05:00;07:00;Lunes-Viernes
744;20:00;23:00;Lunes-Sábado
745;09:00;12:00;Lunes-Sábado
746;04:00;06:00;Lunes-Domingo
747;21:00;22:00;Lunes-Domingo
748;20:00;21:00;Lunes-Viernes
749;20:00;21:00;Lunes-Domingo
750;03:00;07:00;Lunes-Sábado
751;12:00;15:00;Lunes-Sábado
752;09:00;12:00;Lunes-Viernes
753;22:00;24:00;Lunes-Viernes
754;15:00;17:00;Lunes-Viernes
755;08:00;12:00;Lunes-Domingo
756;02:00;05:00;Lunes-Sábado
757;16:00;21:00;Lunes-Sábado
758;18:00;19:00;Lunes-Domingo
759;22:00;24:00;Lunes-Sábado
760;11:00;12:00;Lunes-Sábado
761;21:00;22:00;Lunes-Sábado
762;13:00;16:00;Lunes-Viernes
763;23:00;24:00;Lunes-Sábado
764;06:00;07:00;Lunes-Domingo
765;21:00;23:00;Lunes-Viernes
766;12:00;15:00;Lunes-Viernes
767;14:00;20:00;Lunes-Domingo
768;08:00;10:00;Lunes-Domingo
769;04:00;05:00;Lunes-Viernes
770;11:00;14:00;Lunes-Sábado
771;11:00;12:00;Lunes-Sábado
772;20:00;21:00;Lunes-Sábado
773;18:00;22:00;Lunes-Viernes
774;16:00;17:00;Lunes-Viernes
775;20:00;21:00;Lunes-Sábado
776;12:00;15:00;Lunes-Sábado
777;02:00;06:00;Lunes-Sábado
778;00:00;24:00;Lunes-Domingo
779;17:00;19:00;Lunes-Viernes
780;01:00;03:00;Lunes-Domingo
781;11:00;12:00;Lunes-Viernes
782;10:00;14:00;Lunes-Sábado
783;12:00;16:00;Lunes-Domingo
784;11:00;12:00;Lunes-Domingo
785;07:00;10:00;Lunes-Domingo
786;12:00;16:00;Lunes-Domingo
787;05:00;06:00;Lunes-Sábado
788;16:00;21:00;Lunes-Viernes
789;12:00;14:00;Lunes-Viernes
790;01:00;02:00;Lunes-Viernes
791;12:00;15:00;Lunes-Domingo
792;16:00;17:00;Lunes-Viernes
793;16:00;17:00;Lunes-Viernes
794;05:00;07:00;Lunes-Domingo
795;06:00;07:00;Lunes-Domingo
796;10:00;12:00;Lunes-Domingo
797;00:00;24:00;Lunes-Sábado
798;19:00;20:00;Lunes-Domingo
799;11:00;12:00;Lunes-Sábado
800;03:00;07:00;Lunes-Domingo
801;11:00;12:00;Lunes-Viernes
802;07:00;13:00;Lunes-Domingo
803;08:00;12:00;Lunes-Domingo
804;11:00;12:00;Lunes-Domingo
805;22:00;24:00;Lunes-Domingo
806;07:00;11:00;Lunes-Viernes
807;22:00;24:00;Lunes-Viernes
808;22:00;23:00;Lunes-Domingo
809;09:00;11:00;Lunes-Domingo
810;14:00;17:00;Lunes-Domingo
811;22:00;23:00;Lunes-Sábado
812;08:00;11:00;Lunes-Domingo
813;09:00;13:00;Lunes-Viernes
814;07:00;08:00;Lunes-Domingo
815;14:00;16:00;Lunes-Sábado
816;00:00;24:00;Lunes-Viernes
817;11:00;12:00;Lunes-Domingo
818;23:00;24:00;Lunes-Viernes
819;04:00;07:00;Lunes-Viernes
820;20:00;22:00;Lunes-Domingo
821;23:00;24:00;Lunes-Viernes
822;14:00;15:00;Lunes-Domingo
823;06:00;07:00;Lunes-Viernes
824;19:00;20:00;Lunes-Sábado
825;12:00;15:00;Lunes-Domingo
826;16:00;17:00;Lunes-Viernes
827;00:00;24:00;Lunes-Viernes
828;13:00;14:00;Lunes-Viernes
829;00:00;24:00;Lunes-Sábado
830;19:00;21:00;Lunes-Sábado
831;13:00;16:00;Lunes-Sábado
832;19:00;24:00;Lunes-Sábado
833;22:00;23:00;Lunes-Viernes
834;18:00;19:00;Lunes-Sábado
835;08:00;12:00;Lunes-Viernes
836;00:00;24:00;Lunes-Sábado
837;19:00;20:00;Lunes-Domingo
838;13:00;14:00;Lunes-Domingo
839;11:00;14:00;Lunes-Domingo
840;06:00;07:00;Lunes-Viernes
841;08:00;13:00;Lunes-Sábado
842;12:00;17:00;Lunes-Domingo
843;03:00;07:00;Lunes-Domingo
844;23:00;24:00;Lunes-Domingo
845;13:00;14:00;Lunes-Viernes
846;16:00;17:00;Lunes-Domingo
847;10:00;12:00;Lunes-Sábado
848;04:00;07:00;Lunes-Domingo
849;15:00;16:00;Lunes-Viernes
850;08:00;12:00;Lunes-Sábado
851;07:00;08:00;Lunes-Domingo
852;00:00;24:00;Lunes-Viernes
853;09:00;10:00;Lunes-Sábado
854;00:00;06:00;Lunes-Viernes
855;23:00;24:00;Lunes-Viernes
856;05:00;06:00;Lunes-Sábado
857;23:00;24:00;Lunes-Domingo
858;11:00;12:00;Lunes-Sábado
859;07:00;08:00;Lunes-Sábado
860;12:00;15:00;Lunes-Viernes
861;03:00;07:00;Lunes-Viernes
862;08:00;09:00;Lunes-Viernes
863;18:00;22:00;Lunes-Domingo
864;08:00;12:00;Lunes-Sábado
865;11:00;12:00;Lunes-Sábado
866;09:00;13:00;Lunes-Domingo
867;10:00;14:00;Lunes-Viernes
868;20:00;21:00;Lunes-Sábado
869;07:00;13:00;Lunes-Domingo
870;00:00;24:00;Lunes-Viernes
871;09:00;12:00;Lunes-Viernes
872;18:00;24:00;Lunes-Domingo
873;00:00;01:00;Lunes-Sábado
874;12:00;17:00;Lunes-Viernes
875;18:00;19:00;Lunes-Domingo
876;02:00;05:00;Lunes-Domingo
877;21:00;23:00;Lunes-Sábado
878;11:00;15:00;Lunes-Viernes
879;00:00;24:00;Lunes-Domingo
880;21:00;23:00;Lunes-Viernes
881;17:00;20:00;Lunes-Sábado
882;00:00;24:00;Lunes-Viernes
883;09:00;14:00;Lunes-Viernes
884;19:00;21:00;Lunes-Viernes
885;18:00;19:00;Lunes-Viernes
886;12:00;14:00;Lunes-Domingo
887;16:00;17:00;Lunes-Domingo
888;16:00;19:00;Lunes-Viernes
889;11:00;17:00;Lunes-Viernes
890;00:00;24:00;Lunes-Domingo
891;14:00;20:00;Lunes-Domingo
892;19:00;21:00;Lunes-Viernes
893;19:00;21:00;Lunes-Domingo
894;22:00;23:00;Lunes-Domingo
895;15:00;16:00;Lunes-Viernes
896;10:00;12:00;Lunes-Sábado
897;18:00;21:00;Lunes-Domingo
898;10:00;11:00;Lunes-Viernes
899;10:00;16:00;Lunes-Sábado
900;17:00;21:00;Lunes-Viernes
901;07:00;10:00;Lunes-Domingo
902;10:00;12:00;Lunes-Viernes
903;11:00;15:00;Lunes-Domingo
904;18:00;22:00;Lunes-Domingo
905;18:00;19:00;Lunes-Sábado
906;14:00;18:00;Lunes-Viernes
907;14:00;17:00;Lunes-Sábado
908;01:00;05:00;Lunes-Viernes
909;09:00;10:00;Lunes-Viernes
910;18:00;19:00;Lunes-Domingo
911;10:00;12:00;Lunes-Domingo
912;14:00;17:00;Lunes-Domingo
913;16:00;17:00;Lunes-Sábado
914;16:00;17:00;Lunes-Sábado
915;11:00;12:00;Lunes-Viernes
916;06:00;07:00;Lunes-Viernes
917;00:00;05:00;Lunes-Domingo
918;13:00;16:00;Lunes-Viernes
919;09:00;13:00;Lunes-Viernes
920;17:00;22:00;Lunes-Viernes
921;13:00;17:00;Lunes-Domingo
922;15:00;16:00;Lunes-Domingo
923;09:00;10:00;Lunes-Sábado
924;23:00;24:00;Lunes-Sábado
925;18:00;22:00;Lunes-Sábado
926;07:00;10:00;Lunes-Domingo
927;08:00;11:00;Lunes-Sábado
928;10:00;11:00;Lunes-Sábado
929;16:00;17:00;Lunes-Domingo
930;19:00;20:00;Lunes-Domingo
931;12:00;18:00;Lunes-Domingo
932;13:00;14:00;Lunes-Domingo
933;11:00;12:00;Lunes-Sábado
934;16:00;17:00;Lunes-Sábado
935;23:00;24:00;Lunes-Domingo
936;15:00;17:00;Lunes-Sábado
937;08:00;11:00;Lunes-Domingo
938;10:00;16:00;Lunes-Viernes
939;00:00;24:00;Lunes-Sábado
940;09:00;11:00;Lunes-Sábado
941;03:00;06:00;Lunes-Domingo
942;02:00;06:00;Lunes-Domingo
943;15:00;17:00;Lunes-Sábado
944;01:00;04:00;Lunes-Viernes
945;13:00;19:00;Lunes-Domingo
946;15:00;17:00;Lunes-Domingo
947;19:00;23:00;Lunes-Sábado
948;13:00;14:00;Lunes-Viernes
949;14:00;15:00;Lunes-Viernes
950;09:00;11:00;Lunes-Viernes
951;21:00;24:00;Lunes-Sábado
952;14:00;16:00;Lunes-Sábado
953;19:00;23:00;Lunes-Domingo
954;23:00;24:00;Lunes-Domingo
955;17:00;22:00;Lunes-Viernes
956;08:00;14:00;Lunes-Viernes
957;05:00;06:00;Lunes-Sábado
958;21:00;24:00;Lunes-Viernes
959;18:00;19:00;Lunes-Viernes
960;08:00;12:00;Lunes-Sábado
961;17:00;18:00;Lunes-Domingo
962;21:00;22:00;Lunes-Viernes
963;19:00;20:00;Lunes-Viernes
964;09:00;12:00;Lunes-Viernes
965;20:00;21:00;Lunes-Domingo
966;04:00;05:00;Lunes-Domingo
967;09:00;11:00;Lunes-Viernes
968;21:00;22:00;Lunes-Viernes
969;06:00;07:00;Lunes-Sábado
970;20:00;21:00;Lunes-Domingo
971;17:00;23:00;Lunes-Sábado
972;06:00;07:00;Lunes-Viernes
973;16:00;17:00;Lunes-Sábado
974;14:00;16:00;Lunes-Domingo
975;15:00;17:00;Lunes-Domingo
976;00:00;06:00;Lunes-Sábado
977;20:00;22:00;Lunes-Sábado
978;00:00;24:00;Lunes-Viernes
979;05:00;07:00;Lunes-Domingo
980;15:00;16:00;Lunes-Viernes
981;13:00;16:00;Lunes-Viernes
982;10:00;11:00;Lunes-Sábado
983;10:00;11:00;Lunes-Domingo
984;22:00;24:00;Lunes-Sábado
985;05:00;07:00;Lunes-Sábado
986;09:00;12:00;Lunes-Sábado
987;08:00;09:00;Lunes-Viernes
988;08:00;12:00;Lunes-Viernes
989;18:00;20:00;Lunes-Viernes
990;19:00;21:00;Lunes-Sábado
991;22:00;24:00;Lunes-Sábado
992;06:00;07:00;Lunes-Domingo
993;18:00;24:00;Lunes-Viernes
994;07:00;09:00;Lunes-Sábado
995;00:00;24:00;Lunes-Sábado
996;16:00;17:00;Lunes-Sábado
997;10:00;11:00;Lunes-Domingo
998;00:00;03:00;Lunes-Viernes
999;09:00;11:00;Lunes-Domingo
1000;09:00;10:00;Lunes-Sábado
1001;00:00;03:00;Lunes-Domingo
1002;00:00;03:00;Lunes-Domingo
1003;17:00;20:00;Lunes-Viernes
1004;19:00;21:00;Lunes-Viernes
1005;11:00;12:00;Lunes-Sábado
1006;13:00;16:00;Lunes-Viernes
1007;16:00;17:00;Lunes-Viernes
1008;03:00;07:00;Lunes-Viernes
1009;11:00;12:00;Lunes-Sábado
1010;05:00;07:00;Lunes-Viernes
1011;15:00;16:00;Lunes-Sábado
1012;13:00;15:00;Lunes-Sábado
1013;14:00;16:00;Lunes-Domingo
1014;15:00;16:00;Lunes-Sábado
1015;04:00;06:00;Lunes-Viernes
1016;16:00;17:00;Lunes-Domingo
1017;08:00;09:00;Lunes-Sábado
1018;17:00;20:00;Lunes-Viernes
1019;23:00;24:00;Lunes-Domingo
1020;12:00;17:00;Lunes-Domingo
1021;16:00;17:00;Lunes-Domingo
1022;23:00;24:00;Lunes-Sábado
1023;23:00;24:00;Lunes-Viernes
1024;07:00;09:00;Lunes-Sábado
1025;13:00;14:00;Lunes-Sábado
1026;20:00;21:00;Lunes-Viernes
1027;10:00;12:00;Lunes-Sábado
1028;10:00;12:00;Lunes-Domingo
1029;12:00;14:00;Lunes-Viernes
1030;18:00;19:00;Lunes-Domingo
1031;14:00;16:00;Lunes-Domingo
1032;16:00;17:00;Lunes-Viernes
1033;15:00;16:00;Lunes-Viernes
1034;03:00;07:00;Lunes-Domingo
1035;15:00;16:00;Lunes-Sábado
1036;15:00;16:00;Lunes-Viernes
1037;00:00;06:00;Lunes-Sábado
1038;20:00;21:00;Lunes-Viernes
1039;20:00;24:00;Lunes-Viernes
1040;01:00;07:00;Lunes-Domingo
1041;10:00;12:00;Lunes-Domingo
1042;14:00;15:00;Lunes-Domingo
1043;18:00;23:00;Lunes-Viernes
1044;06:00;07:00;Lunes-Viernes
1045;17:00;21:00;Lunes-Sábado
1046;17:00;23:00;Lunes-Sábado
1047;11:00;12:00;Lunes-Viernes
1048;23:00;24:00;Lunes-Domingo
1049;04:00;05:00;Lunes-Sábado
1050;23:00;24:00;Lunes-Viernes
1051;21:00;23:00;Lunes-Viernes
1052;20:00;23:00;Lunes-Sábado
1053;03:00;05:00;Lunes-Domingo
1054;00:00;24:00;Lunes-Viernes
1055;14:00;17:00;Lunes-Viernes
1056;18:00;21:00;Lunes-Sábado
1057;08:00;10:00;Lunes-Domingo
1058;09:00;10:00;Lunes-Sábado
1059;21:00;22:00;Lunes-Domingo
1060;07:00;08:00;Lunes-Domingo
1061;19:00;20:00;Lunes-Viernes
1062;14:00;15:00;Lunes-Sábado
1063;12:00;17:00;Lunes-Viernes
1064;04:00;05:00;Lunes-Sábado
1065;01:00;02:00;Lunes-Domingo
1066;14:00;15:00;Lunes-Domingo
1067;10:00;12:00;Lunes-Sábado
1068;13:00;17:00;Lunes-Viernes
1069;10:00;16:00;Lunes-Sábado
1070;22:00;23:00;Lunes-Viernes
1071;02:00;06:00;Lunes-Domingo
1072;00:00;24:00;Lunes-Sábado
1073;23:00;24:00;Lunes-Sábado
1074;14:00;15:00;Lunes-Sábado
1075;01:00;05:00;Lunes-Sábado
1076;00:00;24:00;Lunes-Domingo
1077;16:00;18:00;Lunes-Domingo
1078;16:00;17:00;Lunes-Sábado
1079;12:00;13:00;Lunes-Domingo
1080;18:00;19:00;Lunes-Domingo
1081;10:00;13:00;Lunes-Domingo
1082;15:00;17:00;Lunes-Viernes
1083;22:00;23:00;Lunes-Viernes
1084;00:00;24:00;Lunes-Viernes
1085;19:00;21:00;Lunes-Viernes
1086;03:00;04:00;Lunes-Viernes
1087;13:00;14:00;Lunes-Sábado
1088;04:00;05:00;Lunes-Domingo
1089;02:00;06:00;Lunes-Sábado
1090;00:00;05:00;Lunes-Viernes
1091;18:00;20:00;Lunes-Sábado
1092;09:00;12:00;Lunes-Viernes
1093;01:00;04:00;Lunes-Sábado
1094;09:00;12:00;Lunes-Domingo
1095;08:00;09:00;Lunes-Sábado
1096;18:00;22:00;Lunes-Sábado
1097;08:00;12:00;Lunes-Sábado
1098;16:00;17:00;Lunes-Sábado
1099;14:00;19:00;Lunes-Viernes
1100;09:00;10:00;Lunes-Domingo
1101;08:00;09:00;Lunes-Domingo
1102;08:00;13:00;Lunes-Sábado
1103;09:00;11:00;Lunes-Sábado
1104;22:00;23:00;Lunes-Sábado
1105;02:00;05:00;Lunes-Viernes
1106;12:00;13:00;Lunes-Sábado
1107;20:00;23:00;Lunes-Domingo
1108;21:00;24:00;Lunes-Sábado
1109;09:00;11:00;Lunes-Sábado
1110;18:00;20:00;Lunes-Viernes
1111;10:00;12:00;Lunes-Domingo
1112;02:00;06:00;Lunes-Viernes
1113;22:00;23:00;Lunes-Domingo
1114;23:00;24:00;Lunes-Viernes
1115;18:00;20:00;Lunes-Sábado
1116;17:00;22:00;Lunes-Sábado
1117;16:00;17:00;Lunes-Sábado
1118;19:00;20:00;Lunes-Viernes
1119;19:00;22:00;Lunes-Domingo
1120;12:00;18:00;Lunes-Sábado
1121;19:00;21:00;Lunes-Viernes
1122;19:00;21:00;Lunes-Domingo
1123;16:00;20:00;Lunes-Viernes
1124;13:00;14:00;Lunes-Domingo
1125;00:00;05:00;Lunes-Sábado
1126;11:00;12:00;Lunes-Viernes
1127;00:00;24:00;Lunes-Sábado
1128;04:00;05:00;Lunes-Domingo
1129;14:00;17:00;Lunes-Viernes
1130;06:00;07:00;Lunes-Sábado
1131;19:00;22:00;Lunes-Sábado
1132;16:00;17:00;Lunes-Viernes
1133;23:00;24:00;Lunes-Domingo
1134;13:00;15:00;Lunes-Viernes
1135;14:00;16:00;Lunes-Domingo
1136;11:00;15:00;Lunes-Sábado
1137;03:00;04:00;Lunes-Domingo
1138;22:00;23:00;Lunes-Domingo
1139;10:00;11:00;Lunes-Sábado
1140;20:00;24:00;Lunes-Viernes
1141;17:00;19:00;Lunes-Domingo
1142;08:00;10:00;Lunes-Domingo
1143;03:00;05:00;Lunes-Viernes
1144;11:00;12:00;Lunes-Viernes
1145;22:00;23:00;Lunes-Domingo
1146;09:00;10:00;Lunes-Domingo
1147;20:00;21:00;Lunes-Sábado
1148;11:00;12:00;Lunes-Viernes
1149;20:00;21:00;Lunes-Viernes
1150;13:00;17:00;Lunes-Viernes
1151;11:00;15:00;Lunes-Viernes
1152;15:00;16:00;Lunes-Sábado
1153;13:00;19:00;Lunes-Sábado
1154;06:00;07:00;Lunes-Sábado
1155;14:00;15:00;Lunes-Sábado
1156;23:00;24:00;Lunes-Domingo
1157;11:00;12:00;Lunes-Sábado
1158;13:00;15:00;Lunes-Domingo
1159;12:00;18:00;Lunes-Domingo
1160;11:00;12:00;Lunes-Sábado
1161;19:00;24:00;Lunes-Viernes
1162;23:00;24:00;Lunes-Domingo
1163;17:00;18:00;Lunes-Viernes
1164;03:00;05:00;Lunes-Domingo
1165;11:00;12:00;Lunes-Sábado
1166;00:00;24:00;Lunes-Domingo
1167;10:00;11:00;Lunes-Domingo
1168;23:00;24:00;Lunes-Viernes
1169;09:00;11:00;Lunes-Sábado
1170;08:00;11:00;Lunes-Viernes
1171;13:00;17:00;Lunes-Domingo
1172;15:00;17:00;Lunes-Viernes
1173;04:00;06:00;Lunes-Viernes
1174;00:00;06:00;Lunes-Viernes
1175;22:00;24:00;Lunes-Viernes
1176;16:00;19:00;Lunes-Viernes
1177;16:00;17:00;Lunes-Viernes
1178;00:00;24:00;Lunes-Sábado
1179;10:00;12:00;Lunes-Sábado
1180;06:00;07:00;Lunes-Domingo
1181;10:00;12:00;Lunes-Viernes
1182;07:00;09:00;Lunes-Sábado
1183;06:00;07:00;Lunes-Sábado
1184;00:00;24:00;Lunes-Viernes
1185;23:00;24:00;Lunes-Sábado
1186;23:00;24:00;Lunes-Sábado
1187;08:00;12:00;Lunes-Viernes
1188;14:00;15:00;Lunes-Viernes
1189;22:00;24:00;Lunes-Sábado
1190;16:00;18:00;Lunes-Sábado
1191;14:00;15:00;Lunes-Viernes
1192;12:00;13:00;Lunes-Domingo
1193;08:00;12:00;Lunes-Viernes
1194;14:00;16:00;Lunes-Viernes
1195;22:00;23:00;Lunes-Viernes
1196;01:00;03:00;Lunes-Domingo
1197;19:00;21:00;Lunes-Viernes
1198;20:00;22:00;Lunes-Sábado
1199;00:00;24:00;Lunes-Domingo
1200;13:00;15:00;Lunes-Domingo
1201;21:00;22:00;Lunes-Domingo
1202;03:00;06:00;Lunes-Viernes
1203;16:00;17:00;Lunes-Domingo
1204;22:00;24:00;Lunes-Viernes
1205;03:00;05:00;Lunes-Viernes
1206;04:00;05:00;Lunes-Sábado
1207;21:00;22:00;Lunes-Sábado
1208;00:00;03:00;Lunes-Sábado
1209;15:00;17:00;Lunes-Sábado
1210;15:00;16:00;Lunes-Domingo
1211;23:00;24:00;Lunes-Sábado
1212;08:00;10:00;Lunes-Viernes
1213;15:00;16:00;Lunes-Domingo
1214;14:00;17:00;Lunes-Sábado
1215;10:00;12:00;Lunes-Domingo
1216;09:00;13:00;Lunes-Sábado
1217;09:00;11:00;Lunes-Domingo
1218;10:00;11:00;Lunes-Domingo
1219;10:00;14:00;Lunes-Sábado
1220;10:00;13:00;Lunes-Sábado
1221;06:00;07:00;Lunes-Domingo
1222;13:00;18:00;Lunes-Domingo
1223;22:00;24:00;Lunes-Domingo
1224;14:00;17:00;Lunes-Viernes
1225;08:00;12:00;Lunes-Domingo
1226;20:00;21:00;Lunes-Sábado
1227;23:00;24:00;Lunes-Sábado
1228;02:00;06:00;Lunes-Sábado
1229;21:00;23:00;Lunes-Sábado
1230;10:00;14:00;Lunes-Sábado
1231;17:00;18:00;Lunes-Domingo
1232;05:00;06:00;Lunes-Sábado
1233;20:00;21:00;Lunes-Sábado
1234;10:00;11:00;Lunes-Viernes
1235;17:00;21:00;Lunes-Viernes
1236;04:00;06:00;Lunes-Domingo
1237;13:00;15:00;Lunes-Viernes
1238;13:00;16:00;Lunes-Domingo
1239;22:00;24:00;Lunes-Domingo
1240;22:00;23:00;Lunes-Domingo
1241;04:00;06:00;Lunes-Viernes
1242;08:00;13:00;Lunes-Sábado
1243;09:00;13:00;Lunes-Viernes
1244;02:00;07:00;Lunes-Domingo
1245;01:00;05:00;Lunes-Domingo
1246;10:00;11:00;Lunes-Sábado
1247;19:00;20:00;Lunes-Sábado
1248;00:00;01:00;Lunes-Sábado
1249;01:00;07:00;Lunes-Viernes
1250;15:00;17:00;Lunes-Domingo
1251;00:00;03:00;Lunes-Domingo
1252;01:00;04:00;Lunes-Sábado
1253;14:00;15:00;Lunes-Domingo
1254;18:00;20:00;Lunes-Viernes
1255;20:00;21:00;Lunes-Sábado
1256;04:00;07:00;Lunes-Domingo
1257;08:00;12:00;Lunes-Domingo
1258;14:00;17:00;Lunes-Viernes
1259;16:00;17:00;Lunes-Domingo
1260;03:00;07:00;Lunes-Sábado
1261;16:00;19:00;Lunes-Viernes
1262;13:00;14:00;Lunes-Domingo
1263;23:00;24:00;Lunes-Viernes
1264;05:00;07:00;Lunes-Domingo
1265;00:00;05:00;Lunes-Viernes
1266;11:00;12:00;Lunes-Domingo
1267;12:00;17:00;Lunes-Sábado
1268;16:00;17:00;Lunes-Viernes
1269;04:00;06:00;Lunes-Domingo
1270;13:00;14:00;Lunes-Viernes
1271;15:00;17:00;Lunes-Sábado
1272;18:00;23:00;Lunes-Sábado
1273;13:00;14:00;Lunes-Domingo
1274;01:00;03:00;Lunes-Sábado
1275;18:00;19:00;Lunes-Viernes
1276;14:00;15:00;Lunes-Domingo
1277;10:00;12:00;Lunes-Domingo
1278;14:00;16:00;Lunes-Sábado
1279;15:00;16:00;Lunes-Viernes
1280;13:00;17:00;Lunes-Viernes
1281;02:00;04:00;Lunes-Sábado
1282;09:00;10:00;Lunes-Sábado
1283;23:00;24:00;Lunes-Domingo
1284;19:00;24:00;Lunes-Viernes
1285;00:00;02:00;Lunes-Sábado
1286;14:00;16:00;Lunes-Viernes
1287;00:00;01:00;Lunes-Sábado
1288;09:00;10:00;Lunes-Sábado
1289;20:00;21:00;Lunes-Sábado
1290;01:00;04:00;Lunes-Viernes
1291;04:00;06:00;Lunes-Domingo
1292;00:00;24:00;Lunes-Sábado
1293;08:00;10:00;Lunes-Viernes
1294;15:00;20:00;Lunes-Sábado
1295;16:00;17:00;Lunes-Viernes
1296;12:00;17:00;Lunes-Sábado
1297;14:00;15:00;Lunes-Domingo
1298;08:00;11:00;Lunes-Domingo
1299;11:00;12:00;Lunes-Sábado
1300;00:00;24:00;Lunes-Viernes
1301;09:00;10:00;Lunes-Domingo
1302;10:00;11:00;Lunes-Viernes
1303;10:00;13:00;Lunes-Sábado
1304;22:00;24:00;Lunes-Viernes
1305;12:00;13:00;Lunes-Sábado
1306;01:00;02:00;Lunes-Viernes
1307;15:00;17:00;Lunes-Domingo
1308;12:00;13:00;Lunes-Viernes
1309;00:00;24:00;Lunes-Domingo
1310;11:00;12:00;Lunes-Viernes
1311;08:00;12:00;Lunes-Viernes
1312;19:00;21:00;Lunes-Viernes
1313;06:00;07:00;Lunes-Viernes
1314;10:00;13:00;Lunes-Viernes
1315;11:00;12:00;Lunes-Viernes
1316;06:00;07:00;Lunes-Sábado
1317;12:00;16:00;Lunes-Domingo
1318;20:00;21:00;Lunes-Viernes
1319;17:00;23:00;Lunes-Domingo
1320;04:00;05:00;Lunes-Domingo
1321;13:00;17:00;Lunes-Domingo
1322;13:00;15:00;Lunes-Viernes
1323;19:00;20:00;Lunes-Sábado
1324;23:00;24:00;Lunes-Domingo
1325;14:00;15:00;Lunes-Viernes
1326;08:00;10:00;Lunes-Viernes
1327;00:00;24:00;Lunes-Sábado
1328;13:00;17:00;Lunes-Domingo
1329;04:00;05:00;Lunes-Sábado
1330;21:00;24:00;Lunes-Viernes
1331;00:00;24:00;Lunes-Sábado
1332;15:00;16:00;Lunes-Viernes
1333;13:00;17:00;Lunes-Viernes
1334;12:00;16:00;Lunes-Domingo
1335;12:00;16:00;Lunes-Viernes
1336;21:00;23:00;Lunes-Viernes
1337;03:00;07:00;Lunes-Sábado
1338;05:00;07:00;Lunes-Sábado
1339;00:00;24:00;Lunes-Domingo
1340;23:00;24:00;Lunes-Domingo
1341;06:00;07:00;Lunes-Viernes
1342;22:00;24:00;Lunes-Viernes
1343;08:00;09:00;Lunes-Sábado
1344;04:00;06:00;Lunes-Domingo
1345;00:00;24:00;Lunes-Domingo
1346;13:00;16:00;Lunes-Sábado
1347;15:00;17:00;Lunes-Viernes
1348;14:00;16:00;Lunes-Sábado
1349;08:00;09:00;Lunes-Viernes
1350;22:00;23:00;Lunes-Domingo
1351;19:00;22:00;Lunes-Viernes
1352;12:00;13:00;Lunes-Domingo
1353;10:00;11:00;Lunes-Viernes
1354;11:00;12:00;Lunes-Domingo
1355;10:00;11:00;Lunes-Domingo
1356;12:00;16:00;Lunes-Sábado
1357;08:00;11:00;Lunes-Viernes
1358;16:00;17:00;Lunes-Domingo
1359;09:00;11:00;Lunes-Viernes
1360;05:00;06:00;Lunes-Domingo
1361;04:00;06:00;Lunes-Viernes
1362;03:00;05:00;Lunes-Domingo
1363;00:00;24:00;Lunes-Sábado
1364;03:00;07:00;Lunes-Sábado
1365;14:00;17:00;Lunes-Sábado
1366;10:00;11:00;Lunes-Sábado
1367;10:00;15:00;Lunes-Domingo
1368;05:00;07:00;Lunes-Domingo
1369;09:00;15:00;Lunes-Viernes
1370;19:00;20:00;Lunes-Viernes
1371;12:00;16:00;Lunes-Viernes
1372;11:00;12:00;Lunes-Domingo
1373;08:00;14:00;Lunes-Sábado
1374;12:00;15:00;Lunes-Viernes
1375;01:00;04:00;Lunes-Domingo
1376;08:00;10:00;Lunes-Domingo
