cafeteria_id;country;name;latitude;longitude
1054;Peru;Sol y Sombra;-73348229;-781704938
1055;Peru;Hoseg Cafe;-135159338;-719764963
1056;Peru;La Florencia;-76223109;-780463210
1057;Peru;?Small Face;-163267599;-715538101
1058;Peru;Ruru Coffee;-135169494;-719775583
1059;Peru;Jhan Paul;-135085228;-725273269
1060;Peru;Quechua's House;-131533979;-725232187
1061;Peru;Don Guto Coffee company;-121360904;-770225688
1062;Peru;L'Kafice Coffee & Ice;-120974852;-770210710
1063;Peru;Delicass;-120974346;-770222633
1064;Peru;Monper;-163931350;-715346164
1065;Peru;"Postres y café “Sin Parar""";-122101690;-768770941
1066;Peru;Starbucks;-120943569;-770254053
1067;Peru;Havanna;-120947829;-770255998
1068;Peru;Indie Café & Concept Store;-135163177;-719821675
1069;Peru;good moov;-121192643;-770350291
1070;Peru;Brew Brothers;-135155154;-719730272
1071;Peru;Cafetería Ucumari;-80811277;-791220351
1072;Peru;Katukina;-37491560;-732426004
1073;Peru;Viva;-91209409;-785400301
1074;Peru;La Ley;-121030898;-769489390
1075;Peru;Kokoro Tea & Coffee;-121031762;-769488698
1076;Peru;Dona Feli;-88187592;-774614644
1077;Peru;Lienzo Café;-163971884;-715346088
1078;Colombia;Juan Valdez Café;46396774;-740630225
1079;Colombia;La Cafeteria;46402868;-740628995
1080;Colombia;Juan Valdez Café;46761001;-740475614
1081;Colombia;Salon de Té F&W;46504734;-740917405
1082;Colombia;Pan Pa' Ya!;47070904;-740581185
1083;Colombia;Casa Café;37247075;-754855748
1084;Colombia;Postres Antojos Santa Gema;49160043;-740992423
1085;Colombia;Café OMA;46824213;-740488925
1086;Colombia;El marinero;47614606;-740437824
1087;Colombia;On the run;47717566;-740423748
1088;Colombia;Juan Valdez Café;46668322;-740525611
1089;Colombia;Autopan;46979174;-740691586
1090;Colombia;Cafe internet;47387233;-740443946
1091;Colombia;Pan Pa' Ya!;47290096;-740408665
1092;Colombia;Festytortas;46910866;-741003074
1093;Colombia;Moka;49224323;-750651511
1094;Colombia;Pasteleria Santander;46703265;-741062994
1095;Colombia;Café OMA;47010680;-741154280
1096;Colombia;Meridianos Pan y Cafe;46425553;-741348505
1097;Colombia;Pan Suizo;46577458;-741182451
1098;Colombia;Picos y Cafe;46503058;-740870628
1099;Colombia;La Suiza;50565513;-754868102
1100;Colombia;La Suiza;50673230;-755144550
1101;Colombia;Café Vinotinto;12285884;-772830515
1102;Colombia;Juan Valdés;47281189;-740648271
1103;Colombia;Monserrate;47109718;-741400640
1104;Colombia;Cafe Canaima;38992632;-763019380
1105;Colombia;de todito;58339410;-730371496
1106;Colombia;Café OMA;46836004;-740804715
1107;Colombia;Terranova;46178721;-741281357
1108;Colombia;WilPan;45219400;-741212078
1109;Colombia;cafeteria;49473255;-749923021
1110;Colombia;Panadería santander;49470384;-749923267
1111;Colombia;Limbapan;46880551;-740692988
1112;Colombia;Yarakuá;47619952;-744648933
1113;Colombia;Obleas Floridablanca;70618262;-730868058
1114;Colombia;Panadería;44354888;-751865305
1115;Colombia;On the Run;46336939;-741028920
1116;Colombia;Juan Valdez Café;104253171;-755493562
1117;Colombia;Café OMA;46678858;-740538027
1118;Colombia;Wilsón;47230014;-740679086
1119;Colombia;Juan Valdez Café;46570498;-740557682
1120;Colombia;Venecia Cafe;58309161;-730362655
1121;Colombia;POZZETO;58281105;-730326103
1122;Colombia;CAFETERIA LADY;58174729;-730338545
1123;Colombia;Trigos Cafe Express;58282218;-730336456
1124;Colombia;cafe licor;58243782;-730359779
1125;Colombia;tinto y sabor;57784421;-731174081
1126;Colombia;salon de onces;58267170;-730346801
1127;Colombia;Nuevo Milenio Panaderia;44360046;-751947108
1128;Colombia;Doña Blanca;46032593;-740662201
1129;Colombia;Rinaro;82360243;-733530546
1130;Colombia;Cafe y Express;45843929;-742063735
1131;Colombia;Frescopan;45792854;-742069286
1132;Colombia;Salzig;46937664;-740663162
1133;Colombia;Zona de Cafeterías;57541373;-734368687
1134;Colombia;Pan de Oro;46661654;-741260495
1135;Colombia;Oma;46034563;-740725164
1136;Colombia;Rincón de España;12166662;-772793018
1137;Colombia;El Samán del Parque;41518764;-736388384
1138;Colombia;Panadería Arlequin;46302368;-740748324
1139;Colombia;La Redada Miscelánea Cultural;46008511;-740682011
1140;Colombia;Cafe Ramon Valdes;49351463;-738348938
1141;Colombia;Café OMA;46570346;-740578146
1142;Colombia;Café OMA;46309608;-740667937
1143;Colombia;Las Palmeras;62173152;-752436256
1144;Colombia;Macondo Postres y Café;34477356;-765387112
1145;Colombia;Panadería Croisantina;70681947;-731698968
1146;Colombia;Juan Valdez Café;112452525;-742128911
1147;Colombia;Café Recoleta;46090909;-740688278
1148;Colombia;Ceiba;104232920;-755495405
1149;Colombia;La Heladería;125851554;-816935752
1150;Colombia;San Cafe;46351170;-740750056
1151;Colombia;El Cafe de Otraparte;61793609;-755840904
1152;Colombia;Aroma y Sabor;45387464;-756663859
1153;Colombia;Café Quindío Gourmet;45486976;-756602359
1154;Colombia;Loft;45576759;-756545795
1155;Colombia;Fuente de Soda Taimara;24502450;-768081791
1156;Colombia;Los Paisas;24502395;-768081258
1157;Colombia;Heladería Delicia;104473786;-749626236
1158;Colombia;Tostao’;46358633;-740824368
1159;Colombia;Café Plaza;57816104;-731172547
1160;Colombia;Las Cafetales;46717245;-740591688
1161;Colombia;Rock al Horno;46001090;-740706196
1162;Colombia;Hibrido;46005428;-740700032
1163;Colombia;Cafe del sol;45989831;-740705608
1164;Colombia;Cafe del parque;50208080;-740076320
1165;Colombia;Cafe de la plaza;50230150;-740036560
1166;Colombia;Cafe Guemo;55343149;-733609163
1167;Colombia;El Reino de la Salamandra;55351313;-733608252
1168;Colombia;Pussini;55327071;-733620514
1169;Colombia;Ruka;55321831;-733601156
1170;Colombia;Al Alcazabra - arte cafe bar;56346650;-735216400
1171;Colombia;Salon de onces;56345320;-735215320
1172;Colombia;Cafe don eloy;56330010;-735219920
1173;Colombia;Casadulce;56347990;-735229120
1174;Colombia;Cafe Plaza;56331451;-735233896
1175;Colombia;La Galleta;56333720;-735249374
1176;Colombia;La Polita;65545757;-731331362
1177;Colombia;Café Bonsai;112677641;-741914361
1178;Colombia;Gelateria Paradiso;104252060;-755506560
1179;Colombia;Hedipan;61721529;-756105829
1180;Colombia;Le Bon;62086870;-755680800
1181;Colombia;Tinto Tintero;62076280;-755667840
1182;Colombia;Pan Extra;50566499;-754867490
1183;Colombia;Cafe Ristretto;34467162;-765419456
1184;Colombia;ColBruCafe;34467174;-765418314
1185;Colombia;El Turista;45561345;-753216286
1186;Colombia;Cafeteria los Portales;24427188;-766104333
1187;Colombia;Café OMA;47482454;-740968103
1188;Colombia;Panadería y Cafeteria;45040339;-741149679
1189;Colombia;Panadería;45049805;-741150510
1190;Colombia;Barbacoas;-42148578;-699418346
1191;Colombia;Tostao’;46467244;-740601618
1192;Colombia;Café OMA;46453457;-740575346
1193;Colombia;El Cafetín de la Soledad;46325899;-740746713
1194;Colombia;Tostao’;47413943;-740345859
1195;Colombia;Baluarte;62628719;-755961243
1196;Colombia;Prosa y Café;53460763;-723958479
1197;Colombia;Juan Valdez Cafe;46978200;-740477571
1198;Colombia;amínta;46978435;-740478151
1199;Colombia;Los Trigales;25696494;-726422953
1200;Colombia;Doña DIcha;46974846;-740329179
1201;Colombia;El Deseo;46784727;-740465928
1202;Colombia;Diletto;46801863;-740482048
1203;Colombia;Pronto;50663896;-755176143
1204;Colombia;Pan y Pasta;44367073;-752194525
1205;Colombia;El Viajero;51330897;-751436312
1206;Colombia;Cuba y Uva;41521724;-736400806
1207;Colombia;La Mona;41518379;-736405176
1208;Colombia;Guadual;50200573;-756199691
1209;Colombia;Jugos La Jarra;49832498;-756058171
1210;Colombia;Kumis Margarita;49871543;-756063061
1211;Colombia;El vercito;49245501;-739964638
1212;Colombia;Pandeyucas de La Pola;44470324;-752455751
1213;Colombia;Jose;104237423;-755457519
1214;Colombia;CAFE COLOR;34851913;-764978039
1215;Colombia;Juan Valdez Café;46660569;-740556673
1216;Colombia;Amasijos y Golosinas Belén;59915352;-729080588
1217;Colombia;Café OMA;46636139;-740579561
1218;Colombia;Internet cafe;112454482;-742121148
1219;Colombia;Gato Negro;104226549;-755456190
1220;Colombia;Café OMA;46276756;-740630230
1221;Colombia;Fabrica de arepas Buenos Aires;59289261;-730888853
1222;Colombia;Damabiah;92556694;-761186013
1223;Colombia;Cafeteria Geologia;46337398;-740855876
1224;Colombia;Panadería Natys;46448735;-741657269
1225;Colombia;Juan Valdez Café;47201407;-740380722
1226;Colombia;Cafetería Doña Vicky;12193922;-772787858
1227;Colombia;Coma Arepa;12200554;-772790578
1228;Colombia;Cafetería Plaza Mayor;12153831;-772790368
1229;Colombia;Cafeteria Central;46007912;-740651978
1230;Colombia;Café OMA;46007113;-740660095
1231;Colombia;Café Kaldivia;46016360;-740645381
1232;Colombia;Las Monas;46018583;-740653355
1233;Colombia;La Frutería;46003182;-740650277
1234;Colombia;Café OMA;46024274;-740655533
1235;Colombia;Café OMA;46016681;-740642122
1236;Colombia;Café OMA;46027797;-740645256
1237;Colombia;Cascabel;46028332;-740647332
1238;Colombia;Cascabel;46026038;-740663929
1239;Colombia;GRATTO;46027455;-740645958
1240;Colombia;Oma;46000212;-740628309
1241;Colombia;Explora Hostel;45986425;-740703923
1242;Colombia;El gato gris;45970383;-740696065
1243;Colombia;Pantojados;25703691;-726416690
1244;Colombia;Panadería Super Pancho;60128338;-736713140
1245;Colombia;Salón de onces Jhoky;60128385;-736732793
1246;Colombia;Coffee Expreso;60129759;-736714830
1247;Colombia;Café;76316093;-725879932
1248;Colombia;Lachoco Latera;46130271;-740666541
1249;Colombia;Sueño de fresas;46375508;-755694414
1250;Colombia;Juan Valdez - Skandia;46959627;-740501952
1251;Colombia;Cataluña;60136955;-736724682
1252;Colombia;Helados Bambi;50106668;-744725535
1253;Colombia;Helados Saborama;50103419;-744702649
1254;Colombia;Helados de Paila;50124762;-744695170
1255;Colombia;Panadería Anny;60151495;-736746052
1256;Colombia;Victoria Coffee House;60153256;-736741802
1257;Colombia;Bokados;60153885;-736743549
1258;Colombia;Helados & Caffe;60131950;-736720322
1259;Colombia;Cafeteria El Morichal;60135821;-736723292
1260;Colombia;La Mona;60131714;-736730843
1261;Colombia;Possy;60126023;-736725690
1262;Colombia;Cafe El Pollo;76102776;-726466037
1263;Colombia;Galaxia;60119680;-736725715
1264;Colombia;Los arrebatos de José;60139028;-736729584
1265;Colombia;La décima;60139782;-736730536
1266;Colombia;La Bastilla;60118556;-736717439
1267;Colombia;Casa Madera y Sandalo;52495334;-737667816
1268;Colombia;La fuente del pan;59403707;-736127308
1269;Colombia;Ningar's;58231499;-730366719
1270;Colombia;Puerta GRande;58229273;-730360738
1271;Colombia;Cafetería de Ciencias Humanas;46345117;-740839330
1272;Colombia;El Colombia;25721389;-726436050
1273;Colombia;La Chantilly;41234127;-736335779
1274;Colombia;Caprichos;51202055;-750236683
1275;Colombia;Café Sorrento;45660199;-756495209
1276;Colombia;Cafetería Central;53987197;-755476429
1277;Colombia;Alto de Sion;53985577;-755476525
1278;Colombia;El Capuchino;53990566;-755475437
1279;Colombia;Dairo;53991060;-755473398
1280;Colombia;Eisdiele;33328465;-765328898
1281;Colombia;Bitcoin Muffin;46737386;-741201082
1282;Colombia;Árbol del Pan;46488241;-740562021
1283;Colombia;Empanadas de la Olla;25741150;-726419585
1284;Colombia;Telmo;46751006;-756583141
1285;Colombia;Flor de Trigo;34758181;-765016088
1286;Colombia;Juan Valdez Café;46983005;-741411693
1287;Colombia;Café Nativa;46776228;-756552394
1288;Colombia;Café don Fernando;46751263;-756578267
1289;Colombia;La tienda de los mecatos;46747935;-756576264
1290;Colombia;Café Diaz;46745263;-756583860
1291;Colombia;Pizza doble piezza;62489023;-755643994
1292;Colombia;Juan Valdez Café;46010864;-740700845
1293;Colombia;Fonda Quiebra de Vélez;50942327;-755549417
1294;Colombia;Cafeteria Sabrosuras;46317612;-740848903
1295;Colombia;Cafeteria y Panaderia Isabella;46307692;-740816497
1296;Colombia;Postres Magolita;46333010;-740894881
1297;Colombia;Juan Valdez Café;70995170;-731071565
1298;Colombia;Cafe Gualilo;70999003;-731075642
1299;Colombia;Las Delicias de Yumbo;35824100;-764915408
1300;Colombia;Iraca Sabajón;57457197;-730042208
1301;Colombia;Café OMA;47127526;-740341796
1302;Colombia;Tienda Canaandi;45985405;-756204896
1303;Colombia;Cafe y Jugos;23012807;-767042790
1304;Colombia;Alexis Coffee;78379406;-724714911
1305;Colombia;La Villa;78327607;-724724272
1306;Colombia;cafe galavis;79056012;-725034738
1307;Colombia;Panadería;46461646;-741640535
1308;Colombia;El buen;68101134;-728509628
1309;Colombia;Orujo;46404671;-755672304
1310;Colombia;Don Matias;46387113;-755682272
1311;Colombia;Café Arte;46384424;-755686485
1312;Colombia;Piccolo;48064133;-756831786
1313;Colombia;Cafe Cafe;125829013;-816898460
1314;Colombia;Juan Valdez Origenes;46522542;-740559027
1315;Colombia;Don Jacobo;78865496;-725017156
1316;Colombia;Boquitas;78863062;-725020325
1317;Colombia;cafetería alexa;78865232;-724998131
1318;Colombia;tosta once cafetería;78864587;-725001619
1319;Colombia;sol y mar;78884278;-725009884
1320;Colombia;Du Nord Plaza;110188754;-748498748
1321;Colombia;Sea Watch Cafe;125842954;-816923949
1322;Colombia;Macau Café;45603762;-756562460
1323;Colombia;La Bastilla;31251207;-737525795
1324;Colombia;San Blass;45333692;-756740392
1325;Colombia;Panaderia Festitortas;31246559;-737541043
1326;Colombia;Mangos Coffee;45791010;-742178227
1327;Colombia;Café del Parque;45364746;-756689225
1328;Colombia;Helado y Café Sucre;45356746;-756692554
1329;Colombia;Ponque Nevada;58108519;-730285292
1330;Colombia;cafe makú;25709921;-726427648
1331;Colombia;Varietale;46287698;-740663633
1332;Colombia;Fruteria Tropical;47427925;-741084954
1333;Colombia;Rustico cafe bar;46316590;-740654932
1334;Colombia;Cigarreria y Cafetería Variedade;46278304;-740687611
1335;Colombia;wimpys;47448161;-741070151
1336;Colombia;GATO AGO-GO;46321984;-740641267
1337;Colombia;Malandrines Bar Cafe;46327515;-740682003
1338;Colombia;Donde Lucho;46295956;-740686808
1339;Colombia;Donde Juancho;46296877;-740686638
1340;Colombia;Cigarreria y Cafeteria La 44;46319330;-740682733
1341;Colombia;El Gran Combo;45997473;-741552916
1342;Colombia;Dulce tentación;46252952;-740679633
1343;Colombia;Bocado de Reina;46298759;-740669611
1344;Colombia;La 37;46250807;-740680021
1345;Colombia;Dulce jesus mio;46259363;-740677711
1346;Colombia;Kaldivia cafe;46259517;-740678301
1347;Colombia;Ana Isabel;47570845;-741027679
1348;Colombia;Estacion Café 13;46262393;-740671261
1349;Colombia;Nudols;46269134;-740669859
1350;Colombia;Bonmarco;45872115;-741036871
1351;Colombia;Cigarreria Emannuel;45877433;-741032981
1352;Colombia;Obleas Don Angel;45878221;-741034094
1353;Colombia;Bonmarco;45883428;-741032659
1354;Colombia;Cigarreria Cava Express;47574444;-740487947
1355;Colombia;Panadería;47527271;-740983559
1356;Colombia;Cafeteria;45975740;-741355151
1357;Colombia;Delicias del Valle;46187302;-741692602
1358;Colombia;Las Delicias;46752976;-740964508
1359;Colombia;El Merendero;46755622;-740967563
1360;Colombia;Los Nogales;46765643;-740965632
1361;Colombia;Lorent's;46765925;-740961486
1362;Colombia;Coffee Room;47247790;-740493719
1363;Colombia;Dubai Express;46322182;-740784073
1364;Colombia;Auto servicio Express;46211981;-741229036
1365;Colombia;Finca el Silencio;72724816;-732082862
1366;Colombia;La Poderosa;45405821;-756608786
1367;Colombia;La Poderosa - Centro;45342063;-756746468
1368;Colombia;Gourmet;30091501;-764832150
1369;Colombia;Heladería Robin Hood;104747153;-732588640
1370;Colombia;Cafeteria el buen pastel;58301608;-730338178
1371;Colombia;Helados El Manantial;59623640;-759780841
1372;Colombia;La Orquídea;59624650;-759781892
1373;Colombia;Juan Valdez;62085379;-755671446
1374;Colombia;Panadería de la cuarta;45905498;-740760807
1375;Colombia;flor del trigo;61667187;-755866017
1376;Colombia;Caffeto;8296305;-776500773
1377;Colombia;Café;18869468;-762953004
1378;Colombia;Plazoleta Principal Funlam;62592327;-755838725
1379;Colombia;Café Cultor;46515686;-740564877
1380;Colombia;Café;18808972;-762989540
1381;Colombia;Dicami;46683622;-740799490
1382;Colombia;Dulce Pecado;78953643;-724998850
1383;Colombia;Romannoti;45945042;-741391608
1384;Colombia;Taty;45942935;-741381528
1385;Colombia;Local 2;46325004;-740664806
1386;Colombia;Cigarreria el triunfo;45934099;-741386269
1387;Colombia;"Café Express de la ""U""";45926295;-741387449
1388;Colombia;Cigarrería Chucuri;45925159;-741387678
1389;Colombia;El changaro de chente;45926103;-741392393
1390;Colombia;Panadería y cafetería el gran punto.;47128596;-741153944
1391;Colombia;Café OMA;46835932;-740599730
1392;Colombia;MINOS;46316591;-740646372
1393;Colombia;batidos de la sabana;46316207;-740645317
1394;Colombia;Fruti Lili;45925534;-741383619
1395;Colombia;Tienda de Café;45932010;-741382665
1396;Colombia;COFFEE & CO;45930242;-741382969
1397;Colombia;Aqui toy;47340459;-741004899
1398;Colombia;Filisias;47341646;-741004635
1399;Colombia;Everest;48567784;-740626176
1400;Colombia;Everest;48562016;-740630108
1401;Colombia;kaaba;46392016;-740650822
1402;Colombia;COFFE BREAK 52;46391268;-740649181
1403;Colombia;Nicol;46398574;-740685719
1404;Colombia;Frutería heladería y cafetería, BANANA SPLIT.;47108442;-741156502
1405;Colombia;Fruta y Café Express;46387242;-740675804
1406;Colombia;la 53;46404191;-740671304
1407;Colombia;dizzy food, coffe & drinks;46324358;-740648754
1408;Colombia;La empanada caldense;46384796;-740663605
1409;Colombia;Salón De Onces Marly;46355721;-740659972
1410;Colombia;mile y pao;45708469;-740988488
1411;Colombia;expresss;45696754;-741003686
1412;Colombia;El Buen Gusto;45768101;-742185357
1413;Colombia;Cafe Pop;46403857;-740627725
1414;Colombia;Panes y paneciilos;46538892;-741093082
1415;Colombia;barbacoas;46540899;-741094041
1416;Colombia;Cafetería;46304103;-741783116
1417;Colombia;CAFE STAR;78922387;-724993065
1418;Colombia;PAPELERÍA Y CAFETERÍA EXPRESS;78927172;-724994074
1419;Colombia;JUAN CAFE;78927461;-724994144
1420;Colombia;monalisa;47370639;-740847635
1421;Colombia;Ricuras del Nogal;45560174;-756572350
1422;Colombia;EMBOCA URBAN HEALTHY COFFEE SHOP;33957623;-765398982
1423;Colombia;panaderia;62995510;-755394440
1424;Colombia;Nicanor;46319283;-740831512
1425;Colombia;Cerro Maco Café;98288104;-751231585
1426;Colombia;mi buñelo;62484419;-756022540
1427;Colombia;El Cafecito;62472333;-756155046
1428;Colombia;Panissimo;47048610;-740711828
1429;Colombia;Juan Valdez Café;62012253;-755727023
1430;Colombia;Café le coq;104265334;-755478828
1431;Colombia;Gokéla Cartagena;104231527;-755522225
1432;Colombia;Heladería;76014602;-748120166
1433;Colombia;Trópico;112668300;-741885339
1434;Colombia;Saquenzipa Café;55843203;-735425649
1435;Colombia;Panadería Gurus;46737826;-741085887
1436;Colombia;Café LATINO;47140155;-740979986
1437;Colombia;Zahavi;34462466;-765380573
1438;Colombia;El Faro;23902546;-758936377
1439;Colombia;Gualavita Gourmet;49348814;-738356188
1440;Colombia;Orígenes Café;45960741;-740717528
1441;Colombia;Galería de Arte;60303269;-754312478
1442;Colombia;Billar;60303063;-754310549
1443;Colombia;Café;60303363;-754313198
1444;Colombia;Jesus Martin;46372178;-755706749
1445;Colombia;Kfé Parlé;54553344;-756499238
1446;Colombia;Maloka;62070756;-755656782
1447;Colombia;Arepas la Novena;60139106;-736746861
1448;Colombia;197 sabores;60153480;-736742617
1449;Colombia;Duocafe;46493986;-740607988
1450;Colombia;Del Quindio Tienda Cafe;46493414;-740606357
1451;Colombia;Cafe Arbol;46492993;-740610600
1452;Colombia;Starbucks;46515047;-740589342
1453;Colombia;puerto banano;44264050;-752919780
1454;Colombia;Juan Valdez Café;46860630;-740568485
1455;Colombia;Obleas Dany;47142607;-740704255
1456;Colombia;Starbucks;46953136;-740313002
1457;Colombia;Camino Del Cafe;46945584;-740315721
1458;Colombia;Cafetería Merienda y Sabor;60150214;-736746327
1459;Colombia;abuelita (salon de onces);49082075;-739407037
1460;Colombia;VEEYA;49075217;-739400218
1461;Colombia;Cafetería La Esquina;49076680;-739408094
1462;Colombia;Helados de Paila Rico Sabor;24399457;-766095214
1463;Colombia;Cafe PARIS;49075960;-739409988
1464;Colombia;Juan Valdez Café;112044861;-742259583
1465;Colombia;Caffe Literario;47195207;-739691953
1466;Colombia;Express way;46346923;-740675419
1467;Colombia;Tostao’;46288915;-740781210
1468;Colombia;Kafeto;46344681;-740670010
1469;Colombia;Tropicalisimo;46345492;-740670691
1470;Colombia;Conect A-2;46342428;-740663521
1471;Colombia;Juan Valdez Café;47301021;-740325316
1472;Colombia;Cafetería Esquina Huilense;46361200;-740656296
1473;Colombia;Cafeteria La Mochila;46360988;-740653813
1474;Colombia;Cafatería Sambitto;46361175;-740654627
1475;Colombia;Buñuelos;46361328;-740655658
1476;Colombia;Antojitos de la 51;46383378;-740658500
1477;Colombia;Cafeteria Pizzeria;46383598;-740660616
1478;Colombia;Fruteria y cafeteria;46294449;-740670157
1479;Colombia;Bralir;46373470;-740658013
1480;Colombia;BUS1 19;46391535;-740649713
1481;Colombia;ANDREA;46391681;-740654716
1482;Colombia;portal de santa fe;45668363;-740953616
1483;Colombia;Fruitlandia;55277968;-754595716
1484;Colombia;heladería de la 46;46328352;-740645494
1485;Colombia;Jireh;46330365;-740663722
1486;Colombia;GUS® fruterias;46288266;-740671163
1487;Colombia;Rico Ricoto;46382579;-740661340
1488;Colombia;Fruity Cream;46385255;-740663532
1489;Colombia;Fruteria Y Cafeteria;46381022;-740655624
1490;Colombia;Felipa;46379798;-740650518
1491;Colombia;los cerezos;49363778;-757389042
1492;Colombia;Cafeteria La Especial;46026972;-741498444
1493;Colombia;Cafeteria Leona;46030868;-741504392
1494;Colombia;Lo mejor del huila;46031384;-741506259
1495;Colombia;Tostao’;46330181;-740653424
1496;Colombia;Panadería y cafetería La 10;45955430;-740728545
1497;Colombia;Café Ibañez;45953153;-740728204
1498;Colombia;DELIKATESES DE LA CARRERA 13;46283899;-740671793
1499;Colombia;Café Niebla;46299011;-740655139
1500;Colombia;almojabaneria EL BUEN SABOR;46377066;-741407313
1501;Colombia;Juice Garden;46302785;-740648418
1502;Colombia;Sevillana Café;47480260;-740990956
1503;Colombia;Starbucks;46770223;-740492560
1504;Colombia;Cigarreria Jerico;46372588;-740660655
1505;Colombia;Donde Doris;58596199;-729184350
1506;Colombia;Moreno Brand;46333510;-740876824
1507;Colombia;Panadería Don Pan;47478424;-740851434
1508;Colombia;Brunch Diner;46389480;-755711896
1509;Colombia;Don Danilo-Café de Origen;49360638;-757387485
1510;Colombia;La Ramada;49371702;-757389964
1511;Colombia;Billar 1 A;49370475;-757386065
1512;Colombia;Panadería Yiyo;47118091;-741026517
1513;Colombia;Café OMA;46960954;-740315868
1514;Colombia;Juan Valdez Café;46947966;-740311567
1515;Colombia;Café el Altillo;46959545;-740297759
1516;Colombia;ArtTé;46959329;-740297182
1517;Colombia;Boncanelle ;12218325;-772809502
1518;Colombia;La Catedral ;12271854;-772829435
1519;Colombia;Cafe Plaza;63767548;-751415293
1520;Colombia;Café OMA;46478065;-740639966
1521;Colombia;tienda DOÑA ELY;115360339;-729002788
1522;Colombia;Tienda;115393214;-728953964
1523;Colombia;TIENDA LA 40;115256285;-728997381
1524;Colombia;DULCERIA MIÑA;115087883;-729095450
1525;Colombia;WE CAFÉ;47922914;-757110067
1526;Colombia;Panadería la 40;68490572;-758173193
1527;Colombia;La Mejor Esquina;72865247;-753966149
1528;Colombia;Sol De Agua;92415098;-744248614
1529;Colombia;Dulces de la tía;48038029;-741066952
1530;Colombia;Postres;49354337;-738343499
1531;Colombia;Cafeterianevado;44765329;-752815375
1532;Colombia;Restaurante Caseritos Gourmet;62458797;-755837092
1533;Colombia;Café OMA;47038776;-740429603
1534;Colombia;Cafeteria palestina;17234094;-761308720
1535;Colombia;Alcaldia Municipal;17234104;-761312457
1536;Colombia;Empresa Cootranshuila;17226950;-761309847
1537;Colombia;YoguPop;125818721;-816919985
1538;Colombia;Juan Valdez Café;45978475;-740742431
1539;Colombia;al alma;62070507;-755661158
1540;Colombia;Master Sandwich and Co;62071313;-755660027
1541;Colombia;Cinnamon Gourmet;65523350;-731343940
1542;Colombia;Kafé Loma Verde;65518064;-731344860
1543;Colombia;al alma;62069361;-755742623
1544;Colombia;El Templo Té;46271831;-740750166
1545;Colombia;Las Melo;47169518;-742129485
1546;Colombia;Café Don Elías;46246621;-755973157
1547;Colombia;Ocaso Coffee House;46260878;-755960024
1548;Colombia;Caramelos;44404346;-751957982
1549;Colombia;Canela Panadería;44420673;-751922849
1550;Colombia;Pergamino Cafe;62082227;-755671131
1551;Colombia;Aloha Ke Akua;110978405;-741165434
1552;Colombia;Espresso Milano;49219139;-740244213
1553;Colombia;Kaldi Cafe-Bar;46373447;-755704569
1554;Colombia;Juan Valdez Café;47153669;-740292532
1555;Colombia;Mac Pan;48608370;-740710412
1556;Colombia;Illy;47013359;-740417743
1557;Colombia;Juan Valdez Café;47030842;-740416697
1558;Colombia;Finca El Mirador Filandia;46651924;-756859264
1559;Colombia;Piporara;60578125;-751851095
1560;Colombia;Puertas verdes;60572096;-751853598
1561;Colombia;Internet De Soto;62904315;-755385159
1562;Colombia;El Mirador de La Uva;62944898;-755377674
1563;Colombia;Cafeteria Jampa;62538176;-755728852
1564;Colombia;Jugositos y Panaderia;62539862;-755740245
1565;Colombia;Cafe Aguila;49227818;-750652797
1566;Colombia;El Chicala;49233684;-750652274
1567;Colombia;Cafetería- Bar La Bomba;60592527;-751861861
1568;Colombia;Starbucks;61999061;-755727323
1569;Colombia;Starbucks;46806941;-740405438
1570;Colombia;Frappe's Punto Saludable;44358996;-752003912
1571;Colombia;deli;46570358;-740564735
1572;Colombia;Juan Valdez Café;46574886;-740580173
1573;Colombia;Café y Aroma;45351360;-756725891
1574;Colombia;Panadería Pan kche;63465741;-755547937
1575;Colombia;Starbucks Coffee;62458898;-755957358
1576;Colombia;Arte y Pasión Café;45981005;-740771956
1577;Colombia;internet los tejares;92941333;-754034685
1578;Colombia;Internet Cafe Moises;60569386;-751853214
1579;Colombia;Helados Mimo's;47158849;-740293232
1580;Colombia;Brot;46551866;-740591359
1581;Colombia;Internet Cafe ''PrinciPlay'';60567092;-751843705
1582;Colombia;Internet Café La esquina;60568879;-751860684
1583;Colombia;Romanza Café;78933936;-724918205
1584;Colombia;Negrón Cucuta;78765614;-724971658
1585;Colombia;3-14 Cafe;34454292;-765386072
1586;Colombia;Uso mixto;78962973;-724898552
1587;Colombia;pasteles a 500$ de arbejas;78327650;-724723233
1588;Colombia;Madreselva Tienda Ecológica;45578566;-756581063
1589;Colombia;Café OMA;46984680;-740546938
1590;Colombia;Cafe Macanas;55988693;-758185534
1591;Colombia;molino café;78806811;-724983736
1592;Colombia;Cafeteria y Panaderia Vélez;60104740;-736762716
1593;Colombia;Toscana;46220997;-757635564
1594;Colombia;Cooperativa de caficultores;67194342;-759063812
1595;Colombia;Internet Cafe;57524401;-735490549
1596;Colombia;Donde Pipe;55135054;-732448954
1597;Colombia;PANADERIA KALO;59886870;-729127189
1598;Colombia;Venta de empanadas;69981862;-737811728
1599;Colombia;Juan Valdez Cafe;125831412;-816900198
1600;Colombia;Juan Valdez Cafe;125846408;-816937619
1601;Colombia;Juan Valdez Café;125827121;-816924123
1602;Colombia;Unknown;55266482;-754596158
